move_key,symbol,year,event_type,event_ordinal,date,pct_through_move,gain_from_move_start,history_bars,label,move_gain_pct,close,event_gap_pct,event_rel_vol,event_rel_vol20,close_in_range,adr_pct_20,dollar_vol_20m,rs_63d,above_sma50,above_sma200,ema_stack_bull,trend_template,pct_off_52wk_high,pct_above_52wk_low,prior_gain_1m,prior_gain_3m,prior_gain_6m,trail60_ema10_adh,trail60_sma50_touches,tightness_10,depth_20,contraction_5v15,spy_above_50sma,spy_above_200sma,fwd_bars,fwd_ret_5,fwd_ret_10,fwd_ret_20,fwd_ret_60,fwd_mfe_60,fwd_mae_60,lod_stop_survives_20,reach_2r_before_stop,fwd_ema10_adh_60,fwd_max_dd_60
SAF_2014,SAF,2014,breakout50,5,2014-11-25,95.9,351.2,1233,,302632.06,48.5,265.98,0.01,0.02,51.47,0.27,11.75,3.6,True,True,True,True,-2.56,634.85,280.39,280.39,292.71,41.67,37,70.72,75.59,1.14,True,True,60,64217.53,59601.44,61447.83,79912.37,81450.93,-70.72,False,False,85.0,-99.96
SAVE_2014,SAVE,2014,move_start,1,2014-02-05,0.0,0.0,676,,96.93,44.76,-1.46,1.45,1.28,74.35,3.88,37.72,1.03,False,True,False,False,-13.84,141.82,-2.7,1.7,30.31,63.33,15,3.34,16.57,0.64,False,True,60,3.24,17.07,30.14,27.32,42.74,0.02,True,True,58.33,-15.54
SAVE_2014,SAVE,2014,breakout20,1,2014-02-20,4.7,17.1,686,,96.93,52.4,1.62,1.61,1.4,90.24,4.28,42.52,1.15,True,True,True,True,-0.55,161.87,4.82,18.28,70.57,60.0,22,4.73,17.75,0.83,True,True,60,7.23,11.16,18.28,3.47,21.93,0.67,True,True,51.67,-15.54
SAVE_2014,SAVE,2014,breakout50,1,2014-02-20,4.7,17.1,686,,96.93,52.4,1.62,1.61,1.4,90.24,4.28,42.52,1.15,True,True,True,True,-0.55,161.87,4.82,18.28,70.57,60.0,22,4.73,17.75,0.83,True,True,60,7.23,11.16,18.28,3.47,21.93,0.67,True,True,51.67,-15.54
SAVE_2014,SAVE,2014,breakout20,2,2014-03-04,8.5,31.8,694,,96.93,59.01,1.49,2.4,1.99,48.03,3.43,54.42,1.24,True,True,True,True,-2.19,172.31,25.82,28.65,89.32,63.33,22,4.32,28.16,0.41,True,True,60,2.52,6.85,3.69,0.92,8.27,-9.76,False,False,50.0,-15.54
SAVE_2014,SAVE,2014,breakout50,2,2014-03-04,8.5,31.8,694,,96.93,59.01,1.49,2.4,1.99,48.03,3.43,54.42,1.24,True,True,True,True,-2.19,172.31,25.82,28.65,89.32,63.33,22,4.32,28.16,0.41,True,True,60,2.52,6.85,3.69,0.92,8.27,-9.76,False,False,50.0,-15.54
SAVE_2014,SAVE,2014,breakout20,3,2014-03-17,12.7,36.0,703,,96.93,60.88,1.0,1.23,1.0,80.27,3.39,65.2,1.34,True,True,True,True,-0.72,150.53,30.36,40.41,83.71,76.67,17,1.62,23.68,0.2,True,True,60,-0.92,-2.43,-8.66,0.95,5.06,-12.53,False,False,50.0,-15.54
SAVE_2014,SAVE,2014,breakout50,3,2014-03-17,12.7,36.0,703,,96.93,60.88,1.0,1.23,1.0,80.27,3.39,65.2,1.34,True,True,True,True,-0.72,150.53,30.36,40.41,83.71,76.67,17,1.62,23.68,0.2,True,True,60,-0.92,-2.43,-8.66,0.95,5.06,-12.53,False,False,50.0,-15.54
SAVE_2014,SAVE,2014,breakout20,4,2014-06-05,39.2,38.1,759,,96.93,61.83,0.36,0.89,1.26,85.71,2.76,38.97,1.03,True,True,True,True,-3.22,111.75,11.99,6.15,38.69,50.0,19,2.56,14.12,0.57,True,True,60,-2.85,2.01,4.11,13.84,19.07,-3.77,False,False,78.33,-7.98
SAVE_2014,SAVE,2014,breakout50,4,2014-06-06,39.6,41.0,760,,96.93,63.09,0.76,1.16,1.63,82.47,2.74,40.21,1.05,True,True,True,True,-1.25,116.06,12.7,9.36,43.71,50.0,19,2.6,15.92,0.77,True,True,60,-2.65,1.13,0.41,15.11,16.69,-5.69,False,False,78.33,-7.98
SAVE_2014,SAVE,2014,breakout20,5,2014-07-15,51.9,46.8,786,,96.93,65.69,1.92,1.01,0.84,86.21,2.26,72.85,1.1,True,True,True,True,-0.42,121.55,6.95,18.13,40.63,70.0,15,1.37,7.72,0.95,True,True,60,2.76,1.29,2.42,-8.4,12.65,-12.56,False,True,55.0,-21.65
SAVE_2014,SAVE,2014,breakout50,5,2014-07-15,51.9,46.8,786,,96.93,65.69,1.92,1.01,0.84,86.21,2.26,72.85,1.1,True,True,True,True,-0.42,121.55,6.95,18.13,40.63,70.0,15,1.37,7.72,0.95,True,True,60,2.76,1.29,2.42,-8.4,12.65,-12.56,False,True,55.0,-21.65
SAVE_2014,SAVE,2014,breakout20,6,2014-07-23,54.7,53.2,792,,96.93,68.57,0.19,0.54,0.46,96.91,2.32,72.34,1.08,True,True,True,True,-0.04,131.26,7.98,14.53,33.87,71.67,12,2.55,11.25,0.49,True,True,60,-2.11,-4.83,4.87,-18.83,7.92,-23.07,False,False,45.0,-28.05
SAVE_2014,SAVE,2014,breakout50,6,2014-07-23,54.7,53.2,792,,96.93,68.57,0.19,0.54,0.46,96.91,2.32,72.34,1.08,True,True,True,True,-0.04,131.26,7.98,14.53,33.87,71.67,12,2.55,11.25,0.49,True,True,60,-2.11,-4.83,4.87,-18.83,7.92,-23.07,False,False,45.0,-28.05
SAVE_2014,SAVE,2014,breakout20,7,2014-08-18,63.2,60.2,810,,96.93,71.7,0.84,0.77,1.15,99.55,2.6,41.98,1.22,True,True,True,True,-0.01,141.82,6.21,27.31,50.44,81.67,8,3.4,12.01,0.72,True,True,60,2.25,1.28,-3.78,9.9,11.55,-26.43,False,False,55.0,-28.05
SAVE_2014,SAVE,2014,breakout50,7,2014-08-18,63.2,60.2,810,,96.93,71.7,0.84,0.77,1.15,99.55,2.6,41.98,1.22,True,True,True,True,-0.01,141.82,6.21,27.31,50.44,81.67,8,3.4,12.01,0.72,True,True,60,2.25,1.28,-3.78,9.9,11.55,-26.43,False,False,55.0,-28.05
SAVE_2014,SAVE,2014,breakout20,8,2014-10-28,86.8,58.8,860,,96.93,71.06,3.59,2.54,1.48,93.11,4.74,129.04,1.05,True,True,False,True,-3.97,80.54,1.11,5.87,25.02,50.0,14,8.56,26.19,0.58,True,True,60,7.82,10.89,8.67,11.43,20.11,-6.04,True,True,65.0,-20.95
SAVE_2014,SAVE,2014,breakout50,8,2014-11-03,88.7,66.4,864,,96.93,74.5,0.51,1.01,0.61,65.26,4.41,132.97,1.1,True,True,False,True,-0.88,79.91,10.58,15.4,34.94,55.0,11,6.7,29.82,0.71,True,True,60,6.11,0.82,9.02,-0.48,14.56,-10.38,True,True,63.33,-20.95
SAVE_2014,SAVE,2014,breakout20,9,2014-11-10,91.0,76.6,869,,96.93,79.05,0.28,0.71,0.53,98.1,3.71,117.77,1.11,True,True,True,True,-0.04,87.1,34.55,17.49,38.05,55.0,11,3.98,33.3,0.2,True,True,60,-4.98,-2.23,-6.68,-2.04,7.97,-15.53,False,False,60.0,-20.95
SAVE_2014,SAVE,2014,breakout20,10,2014-11-28,97.2,84.7,882,,96.93,82.69,4.54,0.82,1.23,46.58,2.56,72.15,1.14,True,True,True,True,-1.49,95.72,15.59,17.47,38.16,51.67,11,3.04,13.99,1.22,True,True,60,1.89,-17.62,-8.1,-3.72,3.22,-19.25,False,False,61.67,-20.95
SAVE_2014,SAVE,2014,breakout50,9,2014-11-28,97.2,84.7,882,,96.93,82.69,4.54,0.82,1.23,46.58,2.56,72.15,1.14,True,True,True,True,-1.49,95.72,15.59,17.47,38.16,51.67,11,3.04,13.99,1.22,True,True,60,1.89,-17.62,-8.1,-3.72,3.22,-19.25,False,False,61.67,-20.95
SIG_2014,SIG,2014,move_start,1,2014-01-13,0.0,0.0,131,,93.73,70.12,-0.22,2.67,2.24,29.86,1.85,62.91,0.9,False,False,False,False,-12.55,6.39,-6.78,-3.71,-2.23,61.67,25,4.8,13.33,2.08,True,True,60,7.43,14.02,13.61,49.53,53.65,-0.77,True,True,80.0,-7.9
SIG_2014,SIG,2014,breakout20,1,2014-01-30,5.5,15.3,143,,93.73,80.86,0.21,1.89,1.16,95.89,2.14,113.19,1.06,True,False,True,False,-0.07,22.68,2.95,7.11,10.6,58.33,30,3.47,14.13,0.62,False,True,60,-2.99,-1.64,18.17,22.52,33.24,-7.9,False,False,66.67,-8.59
SIG_2014,SIG,2014,breakout50,1,2014-01-30,5.5,15.3,143,,93.73,80.86,0.21,1.89,1.16,95.89,2.14,113.19,1.06,True,False,True,False,-0.07,22.68,2.95,7.11,10.6,58.33,30,3.47,14.13,0.62,False,True,60,-2.99,-1.64,18.17,22.52,33.24,-7.9,False,False,66.67,-8.59
SIG_2014,SIG,2014,breakout20,2,2014-02-19,11.4,33.6,156,,93.73,93.65,12.11,8.63,5.49,90.69,2.38,183.99,1.17,True,False,True,False,-0.54,42.09,24.17,18.97,28.89,61.67,35,5.89,21.05,2.28,True,True,60,2.08,3.89,9.08,5.49,15.05,-0.46,True,True,60.0,-11.28
SIG_2014,SIG,2014,breakout50,2,2014-02-19,11.4,33.6,156,,93.73,93.65,12.11,8.63,5.49,90.69,2.38,183.99,1.17,True,False,True,False,-0.54,42.09,24.17,18.97,28.89,61.67,35,5.89,21.05,2.28,True,True,60,2.08,3.89,9.08,5.49,15.05,-0.46,True,True,60.0,-11.28
SIG_2014,SIG,2014,gap,1,2014-02-19,11.4,33.6,156,,93.73,93.65,12.11,8.63,5.49,90.69,2.38,183.99,1.17,True,False,True,False,-0.54,42.09,24.17,18.97,28.89,61.67,35,5.89,21.05,2.28,True,True,60,2.08,3.89,9.08,5.49,15.05,-0.46,True,True,60.0,-11.28
SIG_2014,SIG,2014,breakout20,3,2014-03-04,15.5,40.6,165,,93.73,98.6,1.01,0.59,0.46,98.03,2.23,176.6,1.24,True,False,True,False,-0.05,49.6,23.95,28.32,48.49,70.0,31,1.45,24.51,0.22,True,True,60,-1.13,3.3,8.25,9.91,10.37,-3.62,True,True,55.0,-11.28
SIG_2014,SIG,2014,breakout50,3,2014-03-04,15.5,40.6,165,,93.73,98.6,1.01,0.59,0.46,98.03,2.23,176.6,1.24,True,False,True,False,-0.05,49.6,23.95,28.32,48.49,70.0,31,1.45,24.51,0.22,True,True,60,-1.13,3.3,8.25,9.91,10.37,-3.62,True,True,55.0,-11.28
SIG_2014,SIG,2014,breakout20,4,2014-03-17,19.5,43.8,174,,93.73,100.81,0.2,0.69,0.67,99.1,1.99,161.45,1.28,True,False,True,False,-0.02,52.95,26.76,34.09,46.91,83.33,22,1.07,21.5,0.22,True,True,60,-1.64,5.01,1.23,6.48,7.95,-5.73,False,False,53.33,-11.28
SIG_2014,SIG,2014,breakout50,4,2014-03-17,19.5,43.8,174,,93.73,100.81,0.2,0.69,0.67,99.1,1.99,161.45,1.28,True,False,True,False,-0.02,52.95,26.76,34.09,46.91,83.33,22,1.07,21.5,0.22,True,True,60,-1.64,5.01,1.23,6.48,7.95,-5.73,False,False,53.33,-11.28
SIG_2014,SIG,2014,breakout20,5,2014-03-27,23.2,49.8,182,,93.73,105.03,3.66,2.47,3.4,63.11,2.19,121.63,1.34,True,False,True,False,-2.19,59.35,9.86,34.93,48.68,78.33,14,2.02,12.51,1.18,True,True,60,1.98,-1.83,-5.42,4.01,6.06,-9.52,False,False,56.67,-11.28
SIG_2014,SIG,2014,breakout50,5,2014-03-27,23.2,49.8,182,,93.73,105.03,3.66,2.47,3.4,63.11,2.19,121.63,1.34,True,False,True,False,-2.19,59.35,9.86,34.93,48.68,78.33,14,2.02,12.51,1.18,True,True,60,1.98,-1.83,-5.42,4.01,6.06,-9.52,False,False,56.67,-11.28
SIG_2014,SIG,2014,breakout20,6,2014-05-22,40.9,49.2,221,,93.73,104.65,2.58,1.81,1.98,62.56,2.26,102.16,1.08,True,True,False,True,-2.87,58.78,5.02,10.93,36.0,55.0,20,1.95,10.44,0.93,True,True,60,1.38,2.9,6.29,1.48,8.15,-4.03,True,True,68.33,-10.77
SIG_2014,SIG,2014,breakout50,6,2014-05-29,42.7,54.5,225,,93.73,108.37,0.62,1.71,1.75,87.5,2.3,113.19,1.09,True,True,True,True,-0.41,64.42,8.22,13.22,41.72,55.0,23,3.62,12.67,0.69,True,True,60,-2.29,-1.96,1.23,-1.28,4.44,-7.33,False,False,68.33,-10.77
SIG_2014,SIG,2014,breakout20,7,2014-06-17,48.6,55.2,238,,93.73,108.84,-0.31,0.8,0.76,67.28,1.9,99.79,1.03,True,True,True,True,-0.81,65.13,9.98,6.86,44.29,51.67,25,1.0,11.34,0.35,True,True,60,0.06,2.81,2.42,9.01,9.56,-7.73,True,True,71.67,-10.77
SIG_2014,SIG,2014,breakout50,7,2014-06-17,48.6,55.2,238,,93.73,108.84,-0.31,0.8,0.76,67.28,1.9,99.79,1.03,True,True,True,True,-0.81,65.13,9.98,6.86,44.29,51.67,25,1.0,11.34,0.35,True,True,60,0.06,2.81,2.42,9.01,9.56,-7.73,True,True,71.67,-10.77
SIG_2014,SIG,2014,breakout20,8,2014-07-01,53.2,59.6,248,,93.73,111.9,-0.76,1.31,1.66,89.43,1.7,75.71,1.0,True,True,True,True,-0.35,69.78,5.36,4.84,42.48,56.67,25,0.9,7.74,0.51,True,True,60,0.34,-0.38,-6.65,1.93,6.56,-10.25,False,False,61.67,-10.77
SIG_2014,SIG,2014,breakout50,8,2014-07-01,53.2,59.6,248,,93.73,111.9,-0.76,1.31,1.66,89.43,1.7,75.71,1.0,True,True,True,True,-0.35,69.78,5.36,4.84,42.48,56.67,25,0.9,7.74,0.51,True,True,60,0.34,-0.38,-6.65,1.93,6.56,-10.25,False,False,61.67,-10.77
SIG_2014,SIG,2014,breakout20,9,2014-08-25,70.5,54.3,286,,93.73,108.21,0.61,0.97,1.12,52.55,1.69,56.34,0.99,True,True,False,True,-4.39,64.18,2.11,3.68,13.44,68.33,20,1.07,7.74,0.65,True,True,60,8.62,8.13,4.34,10.77,14.08,-5.68,False,False,63.33,-14.13
SIG_2014,SIG,2014,breakout50,9,2014-08-28,71.8,66.0,289,,93.73,116.37,7.82,5.14,5.29,70.75,1.69,73.06,1.06,True,True,False,True,-0.89,76.56,11.4,9.69,21.79,70.0,20,2.96,14.47,1.67,True,True,60,2.13,1.25,-1.36,5.57,6.08,-12.3,False,False,63.33,-14.13
SIG_2014,SIG,2014,gap,2,2014-08-28,71.8,66.0,289,,93.73,116.37,7.82,5.14,5.29,70.75,1.69,73.06,1.06,True,True,False,True,-0.89,76.56,11.4,9.69,21.79,70.0,20,2.96,14.47,1.67,True,True,60,2.13,1.25,-1.36,5.57,6.08,-12.3,False,False,63.33,-14.13
SIG_2014,SIG,2014,breakout20,10,2014-10-28,90.9,67.8,331,,93.73,117.64,0.45,0.74,0.72,72.59,2.51,106.59,1.12,True,True,False,True,-1.34,69.29,2.61,12.62,16.11,61.67,25,3.51,13.52,0.53,True,True,60,1.68,2.88,11.86,6.42,14.43,-1.84,False,False,71.67,-8.99
SIG_2014,SIG,2014,breakout50,10,2014-10-30,91.8,70.4,333,,93.73,119.45,-0.36,0.78,0.76,95.43,2.47,108.18,1.13,True,True,False,True,-0.16,71.9,6.52,16.64,15.18,65.0,25,3.44,14.69,0.46,True,True,60,1.57,2.57,9.64,2.93,12.7,-1.25,True,True,70.0,-8.99
SIG_2014,SIG,2014,breakout20,11,2014-11-06,94.1,73.0,338,,93.73,121.32,0.24,1.05,1.02,87.95,2.24,111.38,1.1,True,True,True,True,-0.16,74.59,8.08,15.97,20.19,66.67,22,1.45,16.01,0.2,True,True,60,0.99,0.25,6.19,0.32,10.96,-2.02,False,False,61.67,-10.03
SIG_2014,SIG,2014,breakout50,11,2014-11-10,95.0,74.6,340,,93.73,122.4,0.35,1.05,0.98,70.67,2.27,110.67,1.11,True,True,True,True,-0.85,76.14,11.99,16.63,22.0,66.67,20,1.22,17.33,0.29,True,True,60,-1.95,0.48,4.66,-2.3,9.98,-2.88,False,False,58.33,-10.03
SIG_2014,SIG,2014,breakout20,12,2014-11-25,100.0,87.7,351,,93.73,131.59,3.72,5.04,4.49,58.49,1.93,131.42,1.18,True,True,True,True,-2.25,89.37,12.62,21.81,21.43,63.33,12,2.73,14.22,1.97,True,True,60,-2.48,-4.68,-0.71,-9.1,1.73,-10.69,False,False,43.33,-11.05
SIG_2014,SIG,2014,breakout50,12,2014-11-25,100.0,87.7,351,,93.73,131.59,3.72,5.04,4.49,58.49,1.93,131.42,1.18,True,True,True,True,-2.25,89.37,12.62,21.81,21.43,63.33,12,2.73,14.22,1.97,True,True,60,-2.48,-4.68,-0.71,-9.1,1.73,-10.69,False,False,43.33,-11.05
SLCA_2014,SLCA,2014,move_start,1,2014-01-31,0.0,0.0,501,,202.43,29.62,-12.55,5.83,5.47,84.49,4.38,46.2,0.92,False,True,False,False,-20.25,73.72,-13.16,-6.86,31.82,38.33,15,2.43,27.33,1.87,False,True,60,-9.82,0.91,11.07,39.84,46.08,-13.2,True,True,83.33,-7.31
SLCA_2014,SLCA,2014,breakout20,1,2014-02-26,11.5,10.3,518,,202.43,32.67,-1.14,1.66,1.08,65.4,4.93,77.38,0.96,True,True,False,True,-12.04,80.3,10.52,-1.54,42.35,43.33,19,3.82,28.08,0.48,True,True,60,6.0,7.87,8.75,48.03,52.25,-1.53,True,True,93.33,-7.31
SLCA_2014,SLCA,2014,breakout50,1,2014-03-05,14.9,16.9,523,,202.43,34.63,0.26,0.72,0.61,80.72,3.53,61.23,0.94,True,True,True,True,-6.76,91.11,25.7,-1.76,47.99,43.33,19,3.43,26.1,0.33,True,True,60,1.76,5.23,12.82,46.03,48.69,-1.1,True,True,93.33,-7.31
SLCA_2014,SLCA,2014,breakout20,2,2014-03-10,16.9,22.1,526,,202.43,36.18,0.26,0.81,0.7,92.11,3.46,63.0,0.97,True,True,True,True,-2.58,99.67,34.55,2.38,50.06,45.0,19,4.39,25.56,0.43,True,True,60,-0.58,-1.16,6.03,47.73,48.34,-5.33,False,False,93.33,-7.31
SLCA_2014,SLCA,2014,breakout20,3,2014-03-31,27.0,28.9,541,,202.43,38.17,0.93,1.12,1.5,95.59,3.33,48.5,1.12,True,True,True,True,-0.16,110.65,16.37,13.7,52.99,58.33,7,2.18,12.82,0.78,True,True,60,0.5,3.22,8.51,41.13,44.07,-2.96,True,True,83.33,-7.88
SLCA_2014,SLCA,2014,breakout50,2,2014-03-31,27.0,28.9,541,,202.43,38.17,0.93,1.12,1.5,95.59,3.33,48.5,1.12,True,True,True,True,-0.16,110.65,16.37,13.7,52.99,58.33,7,2.18,12.82,0.78,True,True,60,0.5,3.22,8.51,41.13,44.07,-2.96,True,True,83.33,-7.88
SLCA_2014,SLCA,2014,breakout20,4,2014-04-15,34.5,38.5,552,,202.43,41.03,1.5,1.32,1.5,85.98,3.53,58.12,1.36,True,True,True,True,-0.56,126.43,14.07,36.09,30.17,75.0,5,1.96,16.99,0.51,False,True,60,4.02,10.09,16.45,35.29,38.83,-2.19,True,True,83.33,-7.88
SLCA_2014,SLCA,2014,breakout50,3,2014-04-15,34.5,38.5,552,,202.43,41.03,1.5,1.32,1.5,85.98,3.53,58.12,1.36,True,True,True,True,-0.56,126.43,14.07,36.09,30.17,75.0,5,1.96,16.99,0.51,False,True,60,4.02,10.09,16.45,35.29,38.83,-2.19,True,True,83.33,-7.88
SLCA_2014,SLCA,2014,breakout20,5,2014-04-30,41.2,52.5,562,,202.43,45.17,4.37,2.75,2.65,72.4,3.39,65.49,1.41,True,True,True,True,-1.85,134.53,18.34,49.72,37.59,85.0,4,2.92,19.51,0.95,True,True,60,2.52,5.78,12.0,33.83,36.88,-1.9,True,True,86.67,-7.88
SLCA_2014,SLCA,2014,breakout50,4,2014-04-30,41.2,52.5,562,,202.43,45.17,4.37,2.75,2.65,72.4,3.39,65.49,1.41,True,True,True,True,-1.85,134.53,18.34,49.72,37.59,85.0,4,2.92,19.51,0.95,True,True,60,2.52,5.78,12.0,33.83,36.88,-1.9,True,True,86.67,-7.88
SLCA_2014,SLCA,2014,breakout20,6,2014-05-12,46.6,61.5,570,,202.43,47.85,1.38,1.31,1.21,89.02,3.47,71.3,1.64,True,True,True,True,-0.4,148.44,22.91,72.93,46.15,93.33,4,3.76,19.4,0.41,True,True,60,0.08,3.87,7.65,21.76,32.18,-2.8,True,True,81.67,-9.76
SLCA_2014,SLCA,2014,breakout50,5,2014-05-12,46.6,61.5,570,,202.43,47.85,1.38,1.31,1.21,89.02,3.47,71.3,1.64,True,True,True,True,-0.4,148.44,22.91,72.93,46.15,93.33,4,3.76,19.4,0.41,True,True,60,0.08,3.87,7.65,21.76,32.18,-2.8,True,True,81.67,-9.76
SLCA_2014,SLCA,2014,breakout20,7,2014-05-29,54.7,70.8,582,,202.43,50.59,0.51,0.69,0.74,97.58,3.3,64.45,1.51,True,True,True,True,-0.08,162.67,22.14,55.9,53.49,93.33,0,2.06,12.48,0.45,True,True,60,5.65,-2.25,6.82,27.5,28.15,-2.67,True,True,81.67,-9.76
SLCA_2014,SLCA,2014,breakout50,6,2014-05-29,54.7,70.8,582,,202.43,50.59,0.51,0.69,0.74,97.58,3.3,64.45,1.51,True,True,True,True,-0.08,162.67,22.14,55.9,53.49,93.33,0,2.06,12.48,0.45,True,True,60,5.65,-2.25,6.82,27.5,28.15,-2.67,True,True,81.67,-9.76
SLCA_2014,SLCA,2014,breakout20,8,2014-06-30,69.6,87.2,604,,202.43,55.44,-0.76,0.81,0.78,89.19,3.42,80.9,1.39,True,True,True,True,-0.43,170.97,9.63,45.24,65.15,83.33,0,1.72,11.57,0.63,True,True,60,-1.7,0.96,8.73,16.36,32.45,-2.87,True,True,78.33,-13.69
SLCA_2014,SLCA,2014,breakout50,7,2014-06-30,69.6,87.2,604,,202.43,55.44,-0.76,0.81,0.78,89.19,3.42,80.9,1.39,True,True,True,True,-0.43,170.97,9.63,45.24,65.15,83.33,0,1.72,11.57,0.63,True,True,60,-1.7,0.96,8.73,16.36,32.45,-2.87,True,True,78.33,-13.69
SLCA_2014,SLCA,2014,breakout20,9,2014-07-16,77.0,94.9,615,,202.43,57.72,0.7,1.19,1.21,74.88,3.09,68.2,1.31,True,True,True,True,-0.93,166.85,12.47,40.68,91.44,83.33,0,1.56,12.7,0.72,True,True,60,4.33,-0.16,5.94,-15.19,27.22,-17.71,False,True,61.67,-33.98
SLCA_2014,SLCA,2014,breakout50,8,2014-07-16,77.0,94.9,615,,202.43,57.72,0.7,1.19,1.21,74.88,3.09,68.2,1.31,True,True,True,True,-0.93,166.85,12.47,40.68,91.44,83.33,0,1.56,12.7,0.72,True,True,60,4.33,-0.16,5.94,-15.19,27.22,-17.71,False,True,61.67,-33.98
SLCA_2014,SLCA,2014,breakout20,10,2014-07-24,81.1,105.9,621,,202.43,60.99,-0.05,0.97,1.07,55.08,2.65,64.05,1.38,True,True,True,True,-1.36,181.71,16.35,45.42,100.49,86.67,0,3.36,13.67,0.8,True,True,60,-7.82,-3.56,2.93,-22.4,20.4,-37.48,False,False,51.67,-47.0
SLCA_2014,SLCA,2014,breakout50,9,2014-07-24,81.1,105.9,621,,202.43,60.99,-0.05,0.97,1.07,55.08,2.65,64.05,1.38,True,True,True,True,-1.36,181.71,16.35,45.42,100.49,86.67,0,3.36,13.67,0.8,True,True,60,-7.82,-3.56,2.93,-22.4,20.4,-37.48,False,False,51.67,-47.0
SLCA_2014,SLCA,2014,breakout20,11,2014-08-20,93.9,113.8,640,,202.43,63.32,-0.03,0.62,0.59,93.63,3.68,80.72,1.23,True,True,True,True,-0.2,191.53,5.67,28.99,105.12,81.67,1,2.34,13.25,0.51,True,True,60,7.39,7.06,12.76,-34.38,15.97,-39.78,True,True,35.0,-47.0
SLCA_2014,SLCA,2014,breakout50,10,2014-08-20,93.9,113.8,640,,202.43,63.32,-0.03,0.62,0.59,93.63,3.68,80.72,1.23,True,True,True,True,-0.2,191.53,5.67,28.99,105.12,81.67,1,2.34,13.25,0.51,True,True,60,7.39,7.06,12.76,-34.38,15.97,-39.78,True,True,35.0,-47.0
SLXP_2014,SLXP,2014,move_start,1,2014-01-07,0.0,0.0,3299,,96.72,89.24,-2.2,1.01,1.24,65.17,2.08,61.05,1.16,True,True,True,True,-3.33,101.44,4.79,27.23,31.64,76.67,4,0.82,10.61,0.58,True,True,60,8.26,13.75,8.0,17.65,34.47,-0.5,True,True,73.33,-14.95
SLXP_2014,SLXP,2014,breakout20,1,2014-01-10,1.7,5.0,3302,,96.72,93.66,0.15,0.85,1.07,88.13,2.11,61.63,1.24,True,True,True,True,-0.35,106.53,11.18,34.78,35.64,78.33,1,1.65,12.17,0.62,True,True,60,5.22,1.67,7.82,8.87,28.12,-1.99,True,True,68.33,-14.95
SLXP_2014,SLXP,2014,breakout50,1,2014-01-10,1.7,5.0,3302,,96.72,93.66,0.15,0.85,1.07,88.13,2.11,61.63,1.24,True,True,True,True,-0.35,106.53,11.18,34.78,35.64,78.33,1,1.65,12.17,0.62,True,True,60,5.22,1.67,7.82,8.87,28.12,-1.99,True,True,68.33,-14.95
SLXP_2014,SLXP,2014,breakout20,2,2014-02-11,13.3,14.7,3323,,96.72,102.37,0.16,1.13,1.15,53.57,2.88,69.17,1.19,True,True,True,True,-1.25,117.48,9.3,21.87,48.9,71.67,0,2.57,11.45,0.89,True,True,60,0.94,5.72,9.11,3.4,17.22,-8.34,False,False,70.0,-18.15
SLXP_2014,SLXP,2014,breakout50,2,2014-02-11,13.3,14.7,3323,,96.72,102.37,0.16,1.13,1.15,53.57,2.88,69.17,1.19,True,True,True,True,-1.25,117.48,9.3,21.87,48.9,71.67,0,2.57,11.45,0.89,True,True,60,0.94,5.72,9.11,3.4,17.22,-8.34,False,False,70.0,-18.15
SLXP_2014,SLXP,2014,gap,1,2014-02-28,20.0,21.0,3335,,96.72,108.0,7.39,2.69,2.37,9.64,3.45,93.57,1.23,True,True,True,True,-10.0,129.45,12.37,27.13,62.48,76.67,0,2.85,23.5,0.82,True,True,60,1.69,2.97,-7.86,6.07,8.24,-13.12,False,False,63.33,-18.15
SLXP_2014,SLXP,2014,breakout20,3,2014-05-22,52.2,26.6,3393,,96.72,113.02,0.6,0.88,1.01,53.48,3.56,83.16,1.04,True,True,True,True,-5.82,92.11,2.77,7.26,29.03,63.33,23,2.92,12.48,0.82,True,True,60,0.95,-1.33,9.73,23.16,25.47,-4.67,False,True,66.67,-11.94
SLXP_2014,SLXP,2014,breakout20,4,2014-06-20,63.3,39.0,3413,,96.72,124.02,-0.01,2.42,2.27,94.48,2.83,100.96,1.07,True,True,True,True,-0.31,94.3,11.98,12.49,45.84,61.67,22,3.43,13.39,1.25,True,True,60,-0.99,10.76,4.95,25.67,30.93,-1.77,True,True,65.0,-14.07
SLXP_2014,SLXP,2014,breakout50,3,2014-06-20,63.3,39.0,3413,,96.72,124.02,-0.01,2.42,2.27,94.48,2.83,100.96,1.07,True,True,True,True,-0.31,94.3,11.98,12.49,45.84,61.67,22,3.43,13.39,1.25,True,True,60,-0.99,10.76,4.95,25.67,30.93,-1.77,True,True,65.0,-14.07
SLXP_2014,SLXP,2014,breakout20,5,2014-07-01,67.2,56.9,3420,,96.72,140.04,11.92,4.73,3.82,85.34,2.92,138.43,1.26,True,True,True,True,-0.56,117.69,22.76,31.58,57.79,70.0,17,4.91,23.5,1.01,True,True,60,-4.82,-5.19,-3.43,18.75,23.52,-11.94,False,False,65.0,-14.07
