kind,move_key,symbol,year,date,entry_ordinal,pct_through_move,sa_uptrend,adr_pct_20,dollar_vol_20m,event_rel_vol20,gain_from_move_start,spy_above_50sma,entry,s0,risk_pct,r,days,reason
ours_sa_exit,WCST_2000,WCST,2000,2000-03-30,3,100.0,False,36.826757489924056,14660.430031,3.2952144605788254,800.0,True,60963.22,54189.53,11.11,-1.0,1,stop
sa_system,ACGN_2001,ACGN,2001,2001-04-30,1,34.8,,13.751459535987555,26.899292575999997,1.6700177409816677,40.0,True,793.3288,532.5181,32.88,1.521,36,sa_flip
sa_system,ACGN_2001,ACGN,2001,2001-08-23,2,70.0,,11.154224837244483,85.083385612,1.1683032084558134,130.0,False,1303.3288,901.614,30.82,1.016,82,sa_flip
ours_sa_exit,ACGN_2001,ACGN,2001,2001-01-22,1,5.3,False,24.01516041488842,25.851348928,0.8259712613092071,40.0,True,793.3288,521.3288,34.29,-1.0,33,stop
ours_sa_exit,ACGN_2001,ACGN,2001,2001-04-25,3,33.5,False,14.22605687700721,24.043675075999996,1.7627033161013743,24.0,True,702.6712,578.0,17.74,3.909,39,sa_flip
ours_sa_exit,ACGN_2001,ACGN,2001,2001-05-01,4,35.2,True,14.533564148595882,30.113709628,1.368955619342018,86.0,True,1054.0,816.0,22.58,0.571,35,sa_flip
ours_sa_exit,ACGN_2001,ACGN,2001,2001-05-14,5,38.8,True,11.765214260074014,32.339012823999994,0.46538550590414446,94.0,True,1099.3288,906.6712,17.53,0.471,27,sa_flip
ours_sa_exit,ACGN_2001,ACGN,2001,2001-07-27,6,61.7,False,7.44813900395048,60.89831548399999,5.045264623955432,74.0,False,986.0,861.3288,12.64,-1.0,38,stop
ours_sa_exit,ACGN_2001,ACGN,2001,2001-08-06,7,64.3,False,9.344291980127554,85.175908996,1.8549317147192717,71.0,False,969.0,963.3288,0.59,-1.0,1,stop
ours_sa_exit,ACGN_2001,ACGN,2001,2001-08-23,8,70.0,True,11.154224837244483,85.083385612,1.1683032084558134,130.0,False,1303.3288,1190.0,8.7,-1.2,2,stop
ours_sa_exit,ACGN_2001,ACGN,2001,2001-10-16,9,83.3,True,14.87638435538434,24.847990092,0.15253867945086075,126.0,False,1280.6712,1201.3288,6.2,-3.428,1,stop
ours_sa_exit,ACGN_2001,ACGN,2001,2001-11-21,10,94.3,True,6.809930406646972,62.336792448,3.417962870045158,146.0,True,1394.0,1246.6712,10.57,2.154,27,sa_flip
ours_sa_exit,ACGN_2001,ACGN,2001,2001-11-26,11,95.2,True,7.706362728647326,118.02454034,7.520317637570569,218.0,True,1802.0,1473.3288,18.24,-0.276,25,sa_flip
ours_sa_exit,ACGN_2001,ACGN,2001,2001-12-03,12,97.4,True,8.30228100856512,161.537434204,1.9621441988152002,236.0,True,1904.0,1722.6712,9.52,-1.0,19,stop
ours_sa_exit,ACGN_2001,ACGN,2001,2001-12-07,13,99.1,True,8.018194885022385,190.16156296399998,0.6663818880820163,262.0,True,2051.3288,1915.3288,6.63,-1.0,3,stop
sa_system,ARBA_2001,ARBA,2001,2001-10-15,1,22.6,,12.274236337843965,7.2007536,1.4871024596924733,67.1,False,2.74,1.5966,41.73,1.329,35,sa_flip
sa_system,ARBA_2001,ARBA,2001,2001-12-10,2,96.2,,9.182331726839703,37.513345799999996,3.808595283046149,287.8,True,6.36,4.2251,33.57,-0.422,6,sa_flip
ours_sa_exit,ARBA_2001,ARBA,2001,2001-10-11,1,18.9,False,12.683733784748526,6.9674463,1.6937828105340795,49.4,False,2.45,2.13,13.06,5.656,37,sa_flip
ours_sa_exit,ARBA_2001,ARBA,2001,2001-10-17,3,26.4,True,12.754104680102763,8.6117406,2.7727509738367635,68.9,False,2.77,2.65,4.33,-1.0,1,stop
ours_sa_exit,ARBA_2001,ARBA,2001,2001-10-26,4,39.6,True,11.335743480836172,11.9650734,1.7083543765450147,115.9,True,3.54,3.13,11.58,-1.0,1,stop
ours_sa_exit,ARBA_2001,ARBA,2001,2001-11-06,5,52.8,True,11.84408601686485,17.734098,2.8960178288663423,166.5,True,4.37,3.4,22.2,-0.113,19,sa_flip
ours_sa_exit,ARBA_2001,ARBA,2001,2001-11-15,6,66.0,True,10.128078316752191,26.4425445,1.1470221712195516,204.9,True,5.0,4.77,4.6,-1.0,3,stop
ours_sa_exit,ARBA_2001,ARBA,2001,2001-12-05,7,90.6,False,9.248546913153092,31.4542401,2.838744711179492,224.4,True,5.32,4.81,9.59,0.275,9,sa_flip
ours_sa_exit,ARBA_2001,ARBA,2001,2001-12-10,8,96.2,True,9.182331726839703,37.513345799999996,3.808595283046149,287.8,True,6.36,5.22,17.92,-1.0,5,stop
