year,symbol,gain_pct,low_date,high_date,low_price,high_price,avg_vol_b
2017,NVCN,170.8,2017-08-22,2017-09-20,17448.0153,47250.0,1.01
2017,NVDA,129.77,2017-03-06,2017-11-10,2.3793,5.4668,53.1
2017,NVIV,104.55,2017-08-29,2017-10-03,20625.0,42187.5,1.56
2017,NVR,116.76,2017-01-03,2017-12-29,1631.78,3536.97,1.49
2017,OLED,243.28,2017-01-18,2017-11-24,56.15,192.75,2.07
2017,OSAT,130.77,2017-10-12,2017-12-28,102.375,236.25,2.47
2017,PBYI,382.89,2017-05-09,2017-11-08,28.35,136.9,1.57
2017,PMCB,131.79,2017-11-09,2017-12-05,70215.0,162750.0,6.47
2017,PYPL,103.45,2017-02-02,2017-11-27,39.02,79.385,9.31
2017,RACE,110.46,2017-01-09,2017-11-01,57.56,121.14,1.12
2017,RH,348.71,2017-02-07,2017-12-06,24.41,109.53,2.23
2017,ROKU,220.44,2017-10-25,2017-12-19,18.35,58.8,6.13
2017,SAGE,289.14,2017-01-30,2017-12-08,44.55,173.36,1.09
2017,SHOP,194.15,2017-01-03,2017-09-18,4.2135,12.394,3.81
2017,SRPT,119.23,2017-02-13,2017-11-07,26.26,57.57,1.82
2017,STLA,105.08,2017-01-12,2017-12-26,9.05,18.56,1.65
2017,STM,132.43,2017-01-06,2017-11-06,10.67,24.8,1.55
2017,STMP,131.85,2017-05-08,2017-10-26,100.55,233.125,1.17
2017,TAL,209.19,2017-01-03,2017-10-16,11.695,36.16,1.98
2017,TTWO,148.29,2017-01-03,2017-11-08,48.58,120.62,3.34
2017,URBN,121.49,2017-06-08,2017-12-26,16.19,35.86,1.64
2017,VRTX,128.88,2017-01-03,2017-07-25,73.34,167.86,4.7
2017,VRX,174.5,2017-04-24,2017-12-13,8.3109,22.8134,5.31
2017,W,145.45,2017-01-03,2017-09-20,34.3,84.19,2.01
2017,WB,199.71,2017-01-03,2017-11-21,41.04,123.0,3.29
2017,WUBA,189.3,2017-02-06,2017-11-21,27.58,79.79,1.21
2017,XPO,122.56,2017-01-23,2017-12-27,14.5501,32.3823,1.98
2017,XYZ,262.81,2017-01-03,2017-11-24,13.66,49.56,5.78
2018,ABMD,144.48,2018-01-02,2018-10-01,188.05,459.75,3.5
2018,ACGN,110.58,2018-07-31,2018-08-31,88.4,186.15,5.4
2018,AMD,277.65,2018-04-04,2018-09-13,9.04,34.14,34.36
2018,AMRN,893.19,2018-07-31,2018-11-06,47.0,466.8,1.83
2018,AVXS,124.7,2018-01-05,2018-05-14,96.99,217.94,2.26
2018,BILI,130.22,2018-05-04,2018-06-14,9.86,22.7,1.32
2018,BYU,127.75,2018-08-07,2018-08-28,575.125,1309.875,5.84
2018,BZUN,111.97,2018-02-09,2018-06-12,31.801,67.41,2.17
2018,CANB,1236.63,2018-07-30,2018-08-24,204525.0,2733750.0,11.0
2018,CGC,144.73,2018-07-20,2018-10-16,242.1,592.5,7.14
2018,CHK,121.34,2018-02-09,2018-07-10,2.53,5.6,2.76
2018,CLF,107.94,2018-02-09,2018-09-26,6.3,13.1,2.08
2018,CMG,114.4,2018-02-09,2018-08-16,4.9504,10.6136,7.5
2018,CRON,198.83,2018-04-04,2018-09-19,5.12,15.3,1.92
2018,CRSP,221.16,2018-01-03,2018-05-24,23.01,73.9,1.17
2018,CRZO,133.94,2018-02-28,2018-07-10,13.4948,31.57,1.16
2018,DMK,117.02,2018-02-22,2018-07-02,164.3357,356.6434,3.69
2018,DXCM,198.08,2018-01-04,2018-11-08,12.76,38.035,2.6
2018,ENDP,251.04,2018-04-04,2018-10-17,5.27,18.5,1.03
2018,ESV,131.95,2018-03-02,2018-10-09,16.4,38.04,1.74
2018,ETSY,248.68,2018-02-06,2018-12-04,16.72,58.3,2.18
2018,EXAS,121.76,2018-04-06,2018-12-03,37.36,82.85,2.82
2018,FIVE,126.88,2018-02-06,2018-09-07,60.0,136.13,2.25
2018,FTNT,117.04,2018-01-10,2018-10-01,8.696,18.874,2.7
2018,GOOS,154.38,2018-02-09,2018-11-14,28.41,72.27,1.41
2018,HQY,120.44,2018-01-02,2018-11-08,46.08,101.58,1.05
2018,HUYA,206.14,2018-05-14,2018-06-15,16.6,50.82,2.28
2018,INGN,155.18,2018-01-10,2018-09-13,112.78,287.79,1.03
2018,INPX,393.4,2018-08-03,2018-10-05,13954.1494,68850.0,15.46
2018,IQ,202.16,2018-04-04,2018-06-19,15.3,46.23,8.87
2018,IRBT,112.93,2018-02-09,2018-08-28,55.77,118.75,1.54
2018,LULU,120.01,2018-02-06,2018-10-01,74.9,164.79,5.1
2018,MDB,270.55,2018-02-06,2018-12-07,25.16,93.23,1.14
2018,MDGL,259.96,2018-01-08,2018-06-06,90.56,325.98,1.12
2018,MNK,214.59,2018-05-04,2018-08-20,11.65,36.65,1.26
2018,MOH,116.77,2018-03-01,2018-09-24,71.07,154.06,2.38
2018,MOMO,118.36,2018-01-02,2018-06-11,24.84,54.24,3.71
2018,NFLX,116.56,2018-01-02,2018-06-21,195.42,423.21,76.77
2018,NIO,111.66,2018-09-13,2018-09-14,6.52,13.8,3.37
2018,NTNX,121.1,2018-02-06,2018-06-14,29.34,64.87,3.4
2018,OKTA,200.4,2018-01-03,2018-09-11,25.13,75.49,2.24
2018,ONC,130.86,2018-01-17,2018-06-08,95.34,220.1,1.26
2018,P,146.21,2018-01-22,2018-09-13,4.09,10.07,1.32
2018,PMCB,128.26,2018-03-12,2018-06-13,106950.0,244125.0,3.85
2018,RH,120.79,2018-03-19,2018-06-12,74.5,164.49,2.71
2018,RNG,111.76,2018-01-04,2018-09-13,46.35,98.15,1.29
2018,ROKU,167.39,2018-04-04,2018-10-01,29.01,77.569,6.84
2018,SFIX,191.36,2018-02-06,2018-09-18,18.0,52.445,1.29
2018,SFLY,107.31,2018-01-04,2018-06-05,48.4001,100.34,1.07
2018,SIG,114.65,2018-04-03,2018-08-30,33.11,71.07,2.16
2018,SM,109.56,2018-04-02,2018-10-04,16.11,33.76,1.48
2018,SRPT,248.26,2018-02-09,2018-06-19,50.68,176.5,2.98
2018,TDOC,188.41,2018-01-19,2018-10-01,30.875,89.046,1.65
2018,TEAM,115.33,2018-01-02,2018-10-01,45.61,98.213,2.03
2018,TLRY,1295.35,2018-08-01,2018-09-19,21.5,300.0,11.4
2018,TNDM,2355.61,2018-02-09,2018-09-13,2.14,52.55,1.22
2018,TSRO,221.06,2018-11-09,2018-12-28,23.41,75.16,2.01
2018,TTD,296.81,2018-02-09,2018-09-27,4.07,16.15,2.38
2018,TWLO,332.13,2018-02-09,2018-12-12,23.25,100.47,4.11
2018,TWTR,116.83,2018-01-25,2018-06-15,22.04,47.79,18.62
2018,VEEV,109.03,2018-02-09,2018-09-28,52.17,109.05,2.11
2018,W,149.79,2018-04-30,2018-09-14,60.53,151.199,3.8
2018,WFT,172.13,2018-12-26,2018-12-31,0.2164,0.5889,1.05
2018,WGHTQ,133.34,2018-01-02,2018-06-20,45.31,105.7265,2.64
2018,WIX,117.65,2018-02-09,2018-10-01,55.8,121.45,1.29
2018,WLL,164.13,2018-02-09,2018-06-22,21.38,56.47,3.04
2018,WW,133.34,2018-01-02,2018-06-20,45.31,105.7265,2.64
2018,WWE,219.14,2018-01-03,2018-09-28,30.61,97.69,1.23
2018,XYZ,191.67,2018-01-02,2018-10-01,34.68,101.15,18.3
2018,ZEN,117.62,2018-01-02,2018-10-01,33.435,72.76,1.44
2019,ACAD,241.39,2019-01-02,2019-12-05,15.73,53.7,1.08
2019,AMD,179.28,2019-01-03,2019-12-26,16.94,47.31,40.49
2019,ARWR,531.71,2019-01-02,2019-11-29,11.67,73.72,1.26
2019,AVLR,207.5,2019-01-02,2019-08-08,30.67,94.31,1.2
2019,AYX,162.78,2019-01-03,2019-09-06,56.24,147.79,2.96
2019,BBBY,143.37,2019-08-15,2019-12-18,7.31,17.79,1.99
2019,BYND,289.14,2019-05-10,2019-07-26,61.6,239.71,15.84
2019,BYON,232.03,2019-06-07,2019-09-13,8.96,29.75,1.17
2019,CANB,290.0,2019-11-18,2019-11-22,101250.0,394875.0,7.29
2019,CLDR,146.11,2019-06-11,2019-12-26,4.89,12.035,1.09
2019,CLVS,492.83,2019-10-28,2019-12-02,2.93,17.37,1.01
2019,COTY,124.8,2019-01-02,2019-05-17,6.29,14.14,2.09
2019,CRON,144.88,2019-01-02,2019-02-04,10.25,25.1,2.67
2019,CVNA,244.77,2019-01-03,2019-12-19,28.77,99.19,2.19
2019,CYBR,115.1,2019-01-03,2019-07-26,69.15,148.74,1.99
2019,DMK,200.0,2019-10-16,2019-11-22,33.5664,100.6993,1.39
2019,DXCM,115.93,2019-04-18,2019-12-05,26.86,58.0,3.52
2019,EDU,140.21,2019-01-03,2019-12-18,5.362,12.88,2.43
2019,ENPH,668.33,2019-01-02,2019-08-27,4.61,35.42,1.68
2019,GH,233.0,2019-01-03,2019-08-08,33.7,112.22,1.72
2019,ICPT,120.23,2019-10-10,2019-12-26,56.76,125.0,1.12
2019,LRCX,127.93,2019-01-03,2019-12-20,13.135,29.939,8.24
2019,MDB,161.51,2019-01-14,2019-06-10,70.66,184.78,4.0
2019,MDCO,377.3,2019-01-03,2019-12-31,17.8,84.96,1.81
2019,MELI,147.09,2019-01-02,2019-08-09,282.88,698.98,6.05
2019,MRTX,217.8,2019-01-02,2019-12-31,40.91,130.01,1.15
2019,MTCH,135.53,2019-01-03,2019-08-07,40.47,95.318,2.86
2019,NIO,309.24,2019-10-02,2019-12-30,1.19,4.87,2.65
2019,NVCR,216.45,2019-01-03,2019-08-21,31.19,98.7,1.04
2019,OKTA,139.29,2019-01-03,2019-07-29,59.28,141.85,4.87
2019,OLED,192.36,2019-01-03,2019-09-06,78.78,230.32,2.41
2019,ONCE,202.36,2019-01-03,2019-02-25,37.77,114.2,1.66
2019,OSTK,232.03,2019-06-07,2019-09-13,8.96,29.75,1.1
2019,PAGS,192.29,2019-01-02,2019-08-16,18.28,53.43,1.77
2019,PAYC,143.37,2019-01-03,2019-11-27,115.03,279.95,2.78
2019,PCG,396.84,2019-01-15,2019-06-21,5.07,25.19,4.07
2019,PDD,145.12,2019-06-03,2019-11-06,18.46,45.25,4.34
2019,PLAN,153.83,2019-01-04,2019-07-26,23.78,60.36,1.65
2019,PMCB,116.98,2019-12-10,2019-12-12,73935.0,160425.0,2.72
2019,PODD,164.48,2019-01-03,2019-11-27,70.8,187.25,2.02
2019,QRVO,116.48,2019-01-03,2019-12-27,54.735,118.49,2.3
2019,RH,189.7,2019-05-31,2019-12-06,84.11,243.67,3.23
2019,RNG,129.96,2019-01-02,2019-10-07,77.4,177.99,2.57
2019,ROKU,502.77,2019-01-02,2019-09-09,29.29,176.55,32.34
2019,SAGE,123.51,2019-01-03,2019-07-12,86.6,193.56,1.66
2019,SBGI,156.83,2019-01-02,2019-05-07,25.92,66.57,1.1
2019,SE,280.38,2019-01-03,2019-12-31,10.68,40.625,2.46
2019,SEDG,183.96,2019-01-08,2019-10-28,34.05,96.688,1.36
2019,SFIX,127.92,2019-01-02,2019-03-12,16.55,37.72,1.29
2019,SGEN,125.34,2019-01-02,2019-11-25,54.3,122.36,1.35
2019,SGI,132.1,2019-01-02,2019-11-01,9.945,23.0825,1.16
2019,SHAK,145.09,2019-01-03,2019-09-05,43.184,105.84,1.35
2019,SHOP,221.75,2019-01-03,2019-12-26,12.948,41.66,12.22
2019,SMAR,150.63,2019-01-04,2019-07-19,22.26,55.79,1.54
2019,SNAP,243.18,2019-01-02,2019-07-26,5.35,18.36,7.37
2019,STM,131.58,2019-01-03,2019-12-13,12.0,27.79,1.04
2019,STNE,153.59,2019-01-02,2019-04-02,17.99,45.62,1.7
2019,TER,136.31,2019-01-03,2019-12-27,29.58,69.9,2.33
2019,TLGT,159.14,2019-06-17,2019-09-04,42061.582,109000.0,3.34
2019,TNDM,133.78,2019-01-03,2019-03-21,32.0,74.81,2.05
2019,TSLA,145.95,2019-06-03,2019-12-27,11.7995,29.0207,52.57
2019,TTD,164.68,2019-01-03,2019-08-09,10.938,28.951,6.81
2019,VEEV,114.66,2019-01-03,2019-07-16,82.41,176.9,4.26
2019,VIPS,185.47,2019-01-02,2019-12-24,5.16,14.73,1.24
2019,WGHTQ,166.31,2019-05-31,2019-11-29,16.71,44.5,1.58
2019,WW,166.31,2019-05-31,2019-11-29,16.71,44.5,1.58
2019,ZS,135.47,2019-01-02,2019-07-26,38.026,89.54,3.14
2020,ADD,561.74,2020-06-04,2020-07-17,12.452,82.4,1.95
2020,APPN,644.44,2020-03-19,2020-11-27,29.07,216.41,1.67
2020,APPS,1659.77,2020-03-18,2020-12-22,3.48,61.24,1.57
2020,APT,1123.24,2020-01-08,2020-02-28,3.4,41.59,1.04
2020,BBBY,662.68,2020-04-03,2020-10-20,3.43,26.16,2.78
2020,BE,952.67,2020-03-18,2020-12-28,3.0,31.58,1.48
2020,BILL,552.39,2020-03-18,2020-12-22,23.61,154.03,2.23
2020,BLNK,4389.6,2020-03-18,2020-12-28,1.25,56.12,2.14
2020,BYON,4979.05,2020-03-18,2020-08-19,2.53,128.5,4.66
2020,CAR,552.76,2020-03-18,2020-11-09,6.35,41.45,1.87
2020,CHK,64429.56,2020-03-09,2020-06-08,0.1201,77.5,1.16
2020,CODX,3421.59,2020-01-06,2020-08-03,0.88,30.99,1.61
2020,CPRI,721.96,2020-03-18,2020-12-30,5.42,44.55,1.77
2020,CROX,692.26,2020-03-18,2020-12-09,8.4,66.55,1.01
2020,CRWD,611.61,2020-03-17,2020-12-24,31.95,227.36,12.19
2020,CVNA,1221.12,2020-03-19,2020-12-23,22.16,292.76,6.23
2020,CWH,1149.71,2020-03-18,2020-08-05,3.4,42.49,1.08
2020,CZR,1198.34,2020-03-18,2020-12-18,6.02,78.16,4.52
2020,DQ,727.24,2020-03-19,2020-12-23,8.318,68.81,1.02
2020,EAT,752.86,2020-03-18,2020-12-23,7.0,59.7,1.42
2020,ENPH,781.39,2020-03-19,2020-12-28,21.49,189.41,6.73
2020,ERI,683.72,2020-03-18,2020-06-05,6.02,47.18,3.23
2020,ETSY,562.77,2020-03-23,2020-12-22,29.95,198.5,7.85
2020,FCEL,1291.0,2020-03-16,2020-12-23,30.0,417.3,2.77
2020,FSLY,1184.1,2020-03-16,2020-10-13,10.63,136.5,11.4
2020,FTCH,994.16,2020-03-18,2020-12-22,5.99,65.54,2.6
2020,FUBO,587.53,2020-10-13,2020-12-22,9.06,62.29,5.88
2020,FVRR,1018.95,2020-03-18,2020-12-22,20.42,228.49,2.07
2020,GME,769.65,2020-04-03,2020-12-23,0.6425,5.5875,1.36
2020,GNUS,22632.56,2020-03-12,2020-06-04,0.0516,11.73,1.49
2020,GOTU,524.58,2020-01-02,2020-08-07,22.7,141.78,5.78
2020,GRWG,1546.56,2020-03-16,2020-12-23,2.62,43.14,1.07
2020,GSX,524.58,2020-01-02,2020-08-07,22.7,141.78,4.66
2020,IMMU,899.2,2020-04-03,2020-10-22,8.8,87.93,3.22
2020,INO,1045.42,2020-01-03,2020-06-26,35.4,405.48,7.72
2020,JKS,689.84,2020-03-18,2020-10-21,11.42,90.2,3.41
2020,JMIA,2179.07,2020-03-18,2020-12-23,2.15,49.0,3.02
2020,KODK,3900.0,2020-03-23,2020-07-29,1.5,60.0,2.86
2020,LVGO,705.17,2020-03-16,2020-10-13,18.76,151.049,4.2
2020,MARA,4088.57,2020-03-16,2020-12-28,0.35,14.66,1.12
2020,MRNA,909.62,2020-01-07,2020-12-01,17.68,178.5,29.25
2020,NIO,2610.9,2020-03-18,2020-11-24,2.11,57.2,51.75
2020,NKLA,812.52,2020-01-03,2020-06-09,309.0,2819.7,11.34
2020,NNDM,1956.86,2020-04-03,2020-12-23,0.51,10.49,1.02
2020,NVAX,5089.04,2020-01-13,2020-08-05,3.65,189.4,9.71
2020,NVTA,730.61,2020-03-19,2020-12-14,7.415,61.59,1.73
2020,OSTK,4979.05,2020-03-18,2020-08-19,2.53,128.5,3.98
2020,OVV,659.52,2020-03-18,2020-12-09,2.1,15.95,1.24
2020,PENN,2546.4,2020-03-18,2020-12-23,3.75,99.24,7.06
2020,PFGC,592.85,2020-03-18,2020-11-09,7.41,51.34,1.01
2020,PINS,646.94,2020-03-18,2020-12-23,10.1,75.441,10.84
2020,PLAY,565.8,2020-03-18,2020-12-30,4.605,30.66,1.79
2020,PLUG,1382.61,2020-03-17,2020-12-28,2.53,37.51,6.65
2020,PTON,845.59,2020-03-16,2020-12-24,17.7,167.37,21.35
2020,QS,1079.82,2020-10-30,2020-12-22,11.25,132.73,9.64
2020,RDFN,769.26,2020-03-18,2020-12-22,9.63,83.71,1.29
2020,RH,575.96,2020-03-23,2020-12-09,73.14,494.4,4.74
2020,RIOT,3553.41,2020-03-18,2020-12-31,0.511,18.6689,1.14
2020,RUN,951.95,2020-03-17,2020-10-01,7.835,82.42,3.85
2020,SCPX,2105.12,2020-02-27,2020-07-21,9.7471,214.9357,3.25
2020,SFIX,562.75,2020-03-16,2020-12-22,10.9,72.24,1.72
2020,SNAP,593.41,2020-03-18,2020-12-17,7.89,54.71,15.83
2020,SOLO,1427.92,2020-03-16,2020-11-20,0.8901,13.6,1.07
2020,SPWR,1119.69,2020-03-16,2020-12-22,2.6392,32.19,1.56
2020,SRNE,1150.97,2020-03-18,2020-08-10,1.55,19.39,4.18
2020,TOON,22457.69,2020-03-12,2020-06-04,0.52,117.3,1.54
2020,TRGP,683.88,2020-03-18,2020-12-14,3.66,28.69,1.35
2020,TSLA,925.25,2020-03-18,2020-12-31,23.3673,239.5733,409.32
2020,TTD,615.29,2020-03-19,2020-12-22,13.6,97.28,12.61
2020,VXRT,5730.0,2020-01-03,2020-07-14,0.3,17.49,2.34
2020,W,1508.67,2020-03-19,2020-08-24,21.7,349.082,10.75
2020,WKHS,2256.65,2020-03-17,2020-09-21,315.6,7437.6,5.6
2020,XYZ,652.8,2020-03-18,2020-12-22,32.33,243.38,28.83
2020,Z,620.06,2020-03-18,2020-12-22,20.04,144.3,5.37
2020,ZG,701.29,2020-03-18,2020-12-22,18.65,149.44,1.24
2020,ZM,794.73,2020-01-06,2020-10-19,65.812,588.84,57.28
2021,ADD,344.26,2021-01-04,2021-03-30,24.04,106.8,7.88
2021,ADGI,353.51,2021-11-23,2021-11-30,17.38,78.82,1.49
2021,AHT,325.68,2021-04-23,2021-06-09,183.0,779.0,1.32
2021,ALF,833.61,2021-05-04,2021-06-28,2.41,22.5,1.61
2021,AMC,3702.09,2021-01-05,2021-06-02,19.1,726.2,65.74
2021,ANY,835.94,2021-05-25,2021-09-02,8.96,83.86,1.42
2021,APHA,361.29,2021-01-04,2021-02-10,7.0,32.29,6.87
2021,AR,302.01,2021-01-04,2021-11-04,5.47,21.99,1.98
2021,ASAN,473.75,2021-03-30,2021-11-15,25.41,145.79,3.62
2021,ATER,528.39,2021-08-23,2021-09-13,3.0396,19.1004,1.97
2021,ATOS,1013.64,2021-01-06,2021-06-25,0.88,9.8,1.08
2021,BB,341.26,2021-01-04,2021-01-27,6.52,28.77,7.83
2021,BBIG,1025.23,2021-01-04,2021-09-08,1.11,12.49,3.07
2021,BETS,304.26,2021-07-23,2021-11-12,11.1259,44.9775,1.55
2021,BFRI,550.22,2021-11-22,2021-12-21,45.0,292.6,3.68
2021,BIOR,843.68,2021-08-20,2021-11-17,164.25,1550.0,1.4
2021,BKKT,535.0,2021-10-21,2021-11-01,200.0,1270.0,7.39
2021,BNGO,301.28,2021-01-08,2021-02-16,39.1,156.9,4.19
2021,BNTX,459.04,2021-01-04,2021-08-10,83.0,464.0,16.63
2021,BTBT,422.42,2021-07-20,2021-08-09,3.97,20.74,2.34
2021,BTU,709.39,2021-01-04,2021-09-10,2.45,19.83,1.28
2021,BTX,2147.08,2021-04-01,2021-05-03,3.59,80.67,1.59
2021,CAN,809.3,2021-01-27,2021-03-12,4.3,39.1,2.93
2021,CAR,1457.9,2021-01-04,2021-11-02,34.99,545.11,4.47
2021,CCIV,548.6,2021-01-05,2021-02-18,10.0,64.86,14.93
2021,CCXI,342.39,2021-05-25,2021-10-11,9.53,42.16,1.32
2021,CEIN,1369.7,2021-08-19,2021-09-29,16.5,242.5,2.37
2021,CENN,1680.1,2021-01-04,2021-01-28,286.5,5100.0,1.83
2021,CLOV,357.21,2021-03-05,2021-06-09,6.31,28.85,7.03
2021,CPE,435.6,2021-01-25,2021-11-08,12.22,65.45,1.76
2021,CTRM,1033.72,2021-01-04,2021-02-11,17.2,195.0,1.0
2021,DATS,427.07,2021-08-16,2021-09-29,35.1,185.0,1.88
2021,DDD,449.61,2021-01-04,2021-02-10,10.28,56.5,3.8
2021,DDS,683.29,2021-01-12,2021-11-23,53.2,416.71,1.17
2021,DJT,1678.46,2021-10-06,2021-10-22,9.84,175.0,20.79
2021,DMK,381.38,2021-01-04,2021-01-22,33.993,163.6364,16.4
2021,DWACW,19700.05,2021-10-07,2021-10-22,0.4001,79.22,1.07
2021,EDU,1041.84,2021-03-10,2021-03-12,15.764,180.0,4.4
2021,EH,542.26,2021-01-04,2021-02-12,20.21,129.8,2.31
2021,ERNA,2147.08,2021-04-01,2021-05-03,1077.0,24201.0,1.59
2021,EXPR,1524.23,2021-01-04,2021-01-27,17.202,279.4,1.32
2021,EYES,1328.57,2021-03-04,2021-03-09,4.2,60.0,1.26
2021,FUTU,334.39,2021-01-04,2021-02-10,47.02,204.25,17.48
2021,GME,2727.87,2021-01-08,2021-01-28,4.27,120.75,41.44
2021,GSAT,803.03,2021-01-04,2021-02-10,4.95,44.7,1.09
2021,HUT,426.03,2021-06-22,2021-11-09,15.75,82.85,1.75
2021,INMD,338.28,2021-01-04,2021-11-02,22.65,99.27,1.92
2021,IVVD,353.51,2021-11-23,2021-11-30,17.38,78.82,1.66
2021,KOSS,4419.5,2021-01-15,2021-01-28,2.82,127.45,1.16
2021,LC,431.38,2021-01-04,2021-11-01,9.26,49.206,1.21
2021,LCID,548.6,2021-01-05,2021-02-18,10.0,64.86,28.46
2021,LGVN,1484.51,2021-11-17,2021-11-24,28.4,450.0,1.36
2021,MARA,692.5,2021-01-04,2021-11-09,10.53,83.45,13.14
2021,MMAT,1500.0,2021-01-05,2021-06-21,136.0,2176.0,2.03
2021,MRIN,1934.33,2021-05-13,2021-07-06,8.04,163.56,1.92
2021,MRNA,381.78,2021-01-04,2021-08-10,103.26,497.49,74.88
2021,MTDR,292.93,2021-01-04,2021-10-27,12.02,47.23,1.04
2021,MVIS,476.13,2021-01-05,2021-04-27,4.86,28.0,4.18
2021,NAKD,3434.03,2021-01-04,2021-12-22,0.191,6.75,1.8
2021,NCTY,1599.05,2021-01-04,2021-02-22,52.5,892.0,1.1
2021,NEGG,1828.54,2021-01-04,2021-07-07,82.0,1581.4,1.0
2021,NTLA,362.22,2021-03-05,2021-06-30,43.86,202.73,3.21
2021,OCGN,1240.71,2021-01-27,2021-02-08,1.4,18.77,8.37
2021,PHUN,2831.71,2021-08-19,2021-10-22,41.0,1202.0,1.25
2021,PLBY,503.6,2021-01-04,2021-05-05,10.444,63.04,1.09
2021,PMCB,441.33,2021-01-04,2021-02-22,15891.375,86025.0,3.88
2021,PROG,843.68,2021-08-20,2021-11-17,0.657,6.2,1.33
2021,RIOT,417.92,2021-01-05,2021-02-17,15.35,79.5,14.5
2021,RRC,290.56,2021-01-04,2021-10-25,6.78,26.48,1.59
2021,SAVA,2055.75,2021-01-04,2021-07-29,6.78,146.16,7.34
2021,SENS,569.07,2021-01-11,2021-02-17,0.831,5.56,1.69
2021,SI,327.25,2021-01-21,2021-11-22,56.0,239.26,2.34
2021,SIG,311.92,2021-01-04,2021-11-22,27.17,111.92,1.34
2021,SM,549.41,2021-01-04,2021-11-08,5.89,38.25,1.42
2021,SNDL,742.55,2021-01-04,2021-02-11,4.7,39.6,5.74
2021,SOPA,583.18,2021-12-17,2021-12-23,49.05,335.1,3.38
2021,SOS,1121.54,2021-01-05,2021-02-17,65.0,794.0,3.23
2021,SPCE,303.01,2021-05-11,2021-06-28,285.4,1150.2,15.14
2021,SPRT,3041.58,2021-03-04,2021-08-27,1.9,59.69,2.29
2021,TIGR,425.96,2021-01-04,2021-02-19,7.32,38.5,3.12
2021,TKAT,5925.2,2021-01-04,2021-03-23,1.23,74.11,1.13
2021,TLRY,697.62,2021-01-04,2021-02-10,8.4,67.0,10.85
2021,TRCH,1497.65,2021-01-05,2021-06-21,0.681,10.88,2.56
2021,TRXC,969.4,2021-01-04,2021-02-10,0.6499,6.95,1.94
2021,UPST,955.16,2021-01-04,2021-10-15,38.05,401.49,15.86
2021,VANI,1328.57,2021-03-04,2021-03-09,4.2,60.0,1.33
2021,VIR,457.13,2021-01-04,2021-01-27,25.31,141.01,1.31
2021,VUZI,295.97,2021-01-05,2021-04-09,8.19,32.43,1.61
2021,VXRT,371.59,2021-01-04,2021-02-02,5.28,24.9,2.01
2021,XELA,561.59,2021-01-04,2021-03-10,4728.0,31280.0,1.69
2021,ZIM,431.62,2021-01-29,2021-09-16,11.7,62.2,1.95
2021,ZOMDF,1082.93,2021-01-04,2021-02-08,0.246,2.91,1.67
2022,ADD,136.22,2022-01-24,2022-02-15,15.208,35.924,1.04
2022,AFRM,200.37,2022-05-12,2022-08-16,13.64,40.97,9.27
2022,AMC,183.51,2022-05-12,2022-08-08,97.0,275.0,13.3
2022,AMR,234.01,2022-01-24,2022-06-07,55.98,186.98,1.44
2022,APE,216.92,2022-12-19,2022-12-27,0.65,2.06,1.15
2022,AR,205.38,2022-01-24,2022-06-08,15.98,48.8,5.36
2022,ARRY,345.18,2022-05-12,2022-12-15,5.445,24.24,1.28
2022,AXON,135.0,2022-05-12,2022-11-18,82.49,193.85,1.25
2022,AXSM,297.48,2022-06-16,2022-12-13,20.63,82.0,1.29
2022,BBBY,584.93,2022-07-01,2022-08-17,4.38,30.0,4.57
2022,BBIG,189.55,2022-08-03,2022-08-18,0.67,1.94,1.12
2022,BE,174.37,2022-05-12,2022-08-12,11.47,31.47,1.36
2022,BEAM,163.85,2022-05-12,2022-08-11,27.77,73.27,1.18
2022,BEKE,164.71,2022-03-14,2022-06-27,7.31,19.35,4.47
2022,BILI,219.62,2022-10-24,2022-12-09,8.23,26.305,4.34
2022,BMBL,155.22,2022-03-08,2022-08-08,15.41,39.33,1.36
2022,BROS,170.22,2022-05-12,2022-08-11,20.05,54.18,1.39
2022,BTU,238.66,2022-01-24,2022-04-18,9.83,33.29,3.25
2022,CAR,131.19,2022-02-24,2022-04-21,141.79,327.8,4.04
2022,CELH,219.08,2022-05-10,2022-12-13,12.77,40.7467,1.96
2022,CHPT,134.35,2022-05-12,2022-09-15,8.5,19.92,2.86
2022,CHWY,133.89,2022-05-24,2022-08-16,22.22,51.97,3.9
2022,COIN,184.84,2022-05-12,2022-08-04,40.83,116.3,18.87
2022,CPNG,138.08,2022-05-11,2022-08-11,8.98,21.38,3.45
2022,CRK,221.37,2022-01-25,2022-06-08,6.88,22.11,1.16
2022,CROX,136.18,2022-07-01,2022-12-29,46.08,108.83,2.89
2022,CVNA,198.46,2022-07-14,2022-08-16,19.45,58.05,8.46
2022,DIDI,173.1,2022-03-11,2022-03-21,1.71,4.67,2.54
2022,DNA,134.93,2022-05-12,2022-08-11,83.6,196.4,1.45
2022,DQ,139.69,2022-03-15,2022-07-07,32.2,77.18,1.61
2022,EDU,402.26,2022-03-15,2022-12-22,8.4,42.19,1.42
2022,ENPH,199.75,2022-01-24,2022-12-05,113.4,339.92,16.11
2022,EPAM,174.62,2022-03-08,2022-08-18,168.59,462.99,4.97
2022,EQT,170.68,2022-01-27,2022-09-14,19.2,51.97,6.5
2022,FSLR,191.41,2022-05-12,2022-11-30,59.6,173.68,5.34
