year,symbol,gain_pct,low_date,high_date,low_price,high_price,avg_vol_b
2011,HFC,95.28,2011-01-06,2011-07-05,19.92,38.9,2.1
2011,HLF,102.85,2011-01-24,2011-10-31,15.6275,31.7,1.44
2011,HS,105.81,2011-01-03,2011-11-22,26.68,54.91,1.05
2011,IDCC,138.37,2011-06-08,2011-07-21,34.61,82.5,1.67
2011,JDSU,100.55,2011-01-04,2011-02-14,14.52,29.12,3.82
2011,LDK,113.33,2011-10-04,2011-12-22,2.55,5.44,1.03
2011,LULU,97.52,2011-01-05,2011-07-20,32.65,64.49,4.0
2011,LVLT,2753.06,2011-01-03,2011-10-27,0.98,27.96,1.08
2011,MCP,96.67,2011-01-24,2011-05-03,40.25,79.16,6.05
2011,MELI,97.68,2011-10-03,2011-12-06,48.3,95.48,1.01
2011,MPEL,150.0,2011-02-23,2011-08-01,6.46,16.15,1.79
2011,MTBL,95.6,2011-06-24,2011-07-07,91.95,179.85,17.51
2011,OLED,165.2,2011-08-08,2011-09-20,22.73,60.28,1.3
2011,OSAT,400.0,2011-01-03,2011-05-02,167910.75,839552.625,360.4
2011,PCX,94.08,2011-10-04,2011-10-28,6.92,13.43,2.48
2011,PCXCQ,94.08,2011-10-04,2011-10-28,6.92,13.43,2.5
2011,PHM,100.3,2011-10-04,2011-12-06,3.29,6.59,1.33
2011,PMCB,700.0,2011-01-26,2011-06-01,30225.0,241800.0,1.15
2011,PSKY,120.91,2011-10-04,2011-12-30,35.125,77.5933,4.22
2011,REGN,147.22,2011-01-12,2011-09-21,32.32,79.9,1.27
2011,RENN,95.6,2011-06-24,2011-07-07,91.95,179.85,1.14
2011,SASI,278.57,2011-01-03,2011-03-28,140.0,530.0,1.51
2011,SCON,186.99,2011-01-04,2011-03-03,26280.0,75420.0,1.07
2011,SFSF,105.09,2011-08-19,2011-12-06,19.46,39.91,1.49
2011,SGI,92.41,2011-01-20,2011-07-27,9.72,18.7025,1.82
2011,SODA,195.26,2011-01-05,2011-08-01,27.0,79.72,1.23
2011,SOGC,93.92,2011-10-03,2011-12-07,8.88,17.22,1.62
2011,STX,105.52,2011-10-04,2011-11-07,9.05,18.6,3.31
2011,TBL,94.05,2011-01-10,2011-04-28,23.5608,45.72,1.07
2011,TEX,99.03,2011-10-04,2011-10-27,9.3,18.51,1.33
2011,TZOO,186.82,2011-02-23,2011-04-25,36.19,103.8,1.13
2011,ULTA,124.7,2011-01-03,2011-12-05,33.69,75.7,1.0
2011,URI,139.89,2011-08-19,2011-12-22,12.81,30.73,1.19
2011,VIAV,100.55,2011-01-04,2011-02-14,8.2594,16.5643,3.85
2011,VRX,103.96,2011-01-03,2011-07-27,28.08,57.271,2.44
2011,WGHTQ,137.43,2011-01-04,2011-05-26,36.63,86.97,1.49
2011,WNR,115.56,2011-01-25,2011-07-25,10.09,21.75,1.18
2011,WW,137.43,2011-01-04,2011-05-26,36.63,86.97,1.49
2011,YOKU,138.33,2011-02-11,2011-04-20,29.35,69.95,2.09
2012,AMLN,190.45,2012-01-05,2012-08-08,10.68,31.02,2.23
2012,AMRN,160.36,2012-01-05,2012-07-19,122.6,319.2,1.21
2012,ANDV,118.63,2012-05-08,2012-12-17,20.77,45.41,2.33
2012,AOL,196.02,2012-01-04,2012-11-06,14.84,43.93,1.03
2012,ARIA,107.18,2012-01-03,2012-10-17,12.26,25.4,1.03
2012,ARNA,800.06,2012-01-05,2012-06-27,15.0122,135.119,1.97
2012,BAC,108.01,2012-01-04,2012-12-27,5.62,11.69,34.56
2012,BB,128.46,2012-09-24,2012-12-14,6.22,14.21,5.68
2012,BBRY,128.46,2012-09-24,2012-12-14,6.22,14.21,5.63
2012,CANB,929.41,2012-03-30,2012-07-27,34425000.0,354375000.0,10.91
2012,CIE,134.03,2012-01-09,2012-02-10,234.6,549.04,1.18
2012,CPRI,129.88,2012-01-05,2012-11-02,25.5,58.62,2.98
2012,CRUS,189.93,2012-01-04,2012-09-07,15.69,45.49,1.74
2012,CX,105.26,2012-06-14,2012-12-20,4.0603,8.3343,2.16
2012,DMK,809.1,2012-02-23,2012-10-22,143.9021,1308.2168,1.65
2012,DNDN,133.11,2012-01-04,2012-02-07,7.31,17.04,1.26
2012,EQIX,114.14,2012-01-04,2012-09-13,99.0,212.0,3.6
2012,EXPE,124.13,2012-01-13,2012-11-29,28.02,62.8,3.2
2012,FSLR,192.04,2012-06-04,2012-12-19,11.43,33.38,2.99
2012,GAP,113.24,2012-01-09,2012-10-05,17.75,37.85,4.01
2012,GMCR,149.74,2012-07-23,2012-12-20,17.11,42.73,4.68
2012,HGSI,121.6,2012-01-04,2012-04-24,6.99,15.49,1.57
2012,INHX,208.18,2012-01-04,2012-02-13,8.44,26.01,1.55
2012,KBH,167.8,2012-06-04,2012-10-19,6.46,17.3,1.46
2012,KORS,129.88,2012-01-05,2012-11-02,25.5,58.62,2.92
2012,LCC,191.95,2012-01-04,2012-07-13,4.97,14.51,1.64
2012,LNG,121.81,2012-01-10,2012-04-27,8.53,18.92,1.71
2012,LNKD,104.8,2012-01-04,2012-09-14,61.28,125.5,5.7
2012,MCP,104.35,2012-11-16,2012-12-11,5.75,11.75,1.85
2012,MDVN,161.84,2012-01-05,2012-10-05,11.232,29.41,1.08
2012,MLNX,300.17,2012-01-23,2012-09-06,30.0,120.05,1.37
2012,MPC,109.79,2012-01-09,2012-12-19,15.12,31.72,3.24
2012,MTBL,132.15,2012-01-09,2012-04-16,50.85,118.05,9.11
2012,NOK,166.87,2012-07-18,2012-12-19,1.63,4.35,3.08
2012,ONXX,160.79,2012-03-06,2012-10-17,35.73,93.18,1.64
2012,OSAT,150.0,2012-10-05,2012-10-31,67163.625,167910.75,116.88
2012,PCS,162.39,2012-06-26,2012-10-02,5.53,14.51,1.56
2012,PGN,115.6,2012-11-13,2012-12-24,1.41,3.04,1.05
2012,PHM,196.08,2012-01-04,2012-12-19,6.37,18.86,3.18
2012,REGN,237.35,2012-01-04,2012-11-29,56.01,188.95,2.51
2012,RIMM,128.46,2012-09-24,2012-12-14,6.22,14.21,5.63
2012,SNCA,366.67,2012-08-27,2012-09-13,109.2,509.6,3.52
2012,STX,120.3,2012-01-04,2012-08-17,16.21,35.71,6.48
2012,TMUS,162.39,2012-06-26,2012-10-02,11.06,29.02,1.62
2012,TRNX,280.15,2012-02-24,2012-05-01,29002.93,110254.415,1.39
2012,TSO,118.63,2012-05-08,2012-12-17,20.77,45.41,2.33
2012,VNE,253.85,2012-01-09,2012-05-09,2091.5801,7400.98,137.14
2012,VRTX,106.3,2012-01-04,2012-05-15,32.04,66.1,2.85
2012,VVUS,267.18,2012-02-22,2012-07-18,8.5,31.21,2.09
2012,WHR,118.38,2012-01-04,2012-12-18,47.72,104.21,2.39
2013,AAMRQ,1584.97,2013-01-02,2013-11-12,0.8012,13.5,1.06
2013,ACGN,2445.55,2013-03-13,2013-12-31,25.3776,646.0,4.17
2013,ADYX,406.39,2013-01-02,2013-12-02,100.002,506.4,2.34
2013,ARIA,260.47,2013-10-31,2013-12-20,2.15,7.75,1.52
2013,BBY,292.44,2013-01-09,2013-11-13,11.38,44.66,4.35
2013,BYU,223.71,2013-08-13,2013-08-15,9359375.0,30296875.0,34.06
2013,CANB,2357.38,2013-08-15,2013-12-03,123525.0,3035475.0,1.04
2013,CENN,199.67,2013-07-23,2013-07-30,9000000.0,26970000.0,131.86
2013,CHFS,184.07,2013-04-22,2013-08-26,40740.0,115731.21,2.04
2013,CREE,143.43,2013-01-08,2013-08-13,31.22,76.0,2.76
2013,CTRP,223.52,2013-04-05,2013-10-02,9.44,30.54,1.88
2013,DAL,145.95,2013-01-02,2013-11-29,11.97,29.44,5.78
2013,DDD,242.18,2013-03-18,2013-12-27,27.88,95.4,4.86
2013,DECK,145.99,2013-01-10,2013-12-04,5.95,14.6367,1.51
2013,DMK,250.0,2013-11-20,2013-12-05,237.8601,832.5035,1.32
2013,DRYS,210.56,2013-01-02,2013-12-27,18927921.6538,58782364.9,2485.84
2013,ENDP,170.47,2013-01-04,2013-12-30,25.005,67.63,1.84
2013,FB,158.4,2013-06-06,2013-12-24,22.67,58.58,47.75
2013,FOX,171.74,2013-06-27,2013-11-06,12.9505,35.1923,1.37
2013,FSLR,169.79,2013-03-04,2013-11-14,24.46,65.99,5.15
2013,GME,158.92,2013-01-11,2013-11-14,5.575,14.435,2.46
2013,GRPN,200.94,2013-02-28,2013-09-19,84.8,255.2,3.19
2013,HIMX,534.58,2013-01-02,2013-12-31,2.4,15.23,1.1
2013,HLF,165.08,2013-02-04,2013-12-20,15.42,40.875,4.35
2013,INPX,1625.0,2013-02-11,2013-12-04,24300000.0,419175008.0,75.82
2013,JAZZ,153.13,2013-04-16,2013-12-30,50.76,128.49,1.17
2013,LNG,144.54,2013-01-02,2013-12-09,18.97,46.39,2.31
2013,META,158.4,2013-06-06,2013-12-24,22.67,58.58,48.42
2013,MTG,268.22,2013-02-28,2013-12-26,2.36,8.69,1.33
2013,MU,266.98,2013-01-02,2013-12-09,6.45,23.67,11.19
2013,NFLX,329.11,2013-01-02,2013-10-22,12.9557,55.5943,19.1
2013,NOK,170.86,2013-04-19,2013-11-22,3.02,8.18,3.83
2013,NUS,279.4,2013-01-03,2013-12-23,36.85,139.8099,1.86
2013,OSAT,200.0,2013-02-25,2013-04-12,33582.375,100746.0,26.77
2013,P,250.6,2013-01-02,2013-11-15,9.11,31.94,3.24
2013,PMCB,780.0,2013-01-29,2013-05-13,58125.0,511500.0,8.53
2013,POAI,821.47,2013-02-28,2013-08-27,35953125.0,331296562.5,2.18
2013,QCOR,202.06,2013-01-31,2013-08-26,24.75,74.76,1.82
2013,QIHU,248.49,2013-03-18,2013-10-21,27.76,96.74,2.98
2013,RDN,153.77,2013-01-15,2013-10-30,5.97,15.15,1.58
2013,SASI,2108.0,2013-01-04,2013-11-27,25.0,552.0,18.64
2013,SCTY,446.44,2013-01-02,2013-11-04,11.95,65.3,2.41
2013,SNCA,204.0,2013-04-08,2013-12-31,260.0,790.4,7.16
2013,SPLK,165.38,2013-01-08,2013-11-25,28.25,74.97,1.36
2013,SPWR,505.99,2013-01-02,2013-10-21,3.8245,23.1762,1.77
2013,STZ,152.45,2013-01-31,2013-12-11,28.37,71.62,2.55
2013,SUNE,322.94,2013-01-02,2013-12-04,3.27,13.83,1.17
2013,TCOM,223.74,2013-04-05,2013-10-02,9.435,30.545,1.97
2013,TLGT,239.0,2013-01-03,2013-12-02,100000.0,339000.0,1.85
2013,TSLA,505.73,2013-01-11,2013-09-30,2.1407,12.9667,22.32
2013,VJET,262.69,2013-10-18,2013-11-18,96.5,350.0,1.75
2013,WOLF,143.43,2013-01-08,2013-08-13,31.22,76.0,2.81
2013,YELP,293.99,2013-01-02,2013-10-21,19.13,75.37,2.44
2013,ZG,267.86,2013-01-03,2013-09-04,8.7309,32.1172,1.38
2014,AAL,118.04,2014-01-02,2014-12-31,25.06,54.64,10.11
2014,ACGN,147.03,2014-10-10,2014-12-30,263.16,650.08,23.65
2014,AKS,96.37,2014-01-27,2014-08-26,5.79,11.37,1.32
2014,ALNY,137.06,2014-04-28,2014-12-08,47.03,111.49,1.16
2014,AMBA,168.52,2014-05-09,2014-12-04,21.6,58.0,1.16
2014,ATHL,116.8,2014-01-14,2014-11-12,26.97,58.47,1.36
2014,BITA,262.66,2014-01-27,2014-08-26,27.1,98.28,1.4
2014,CALA,414.29,2014-10-10,2014-12-15,2604.0,13392.0,2.08
2014,CAR,96.18,2014-02-03,2014-08-18,35.56,69.76,2.19
2014,CENN,566.48,2014-01-17,2014-08-11,1575000.0,10497000.0,52.57
2014,CNC,96.84,2014-04-17,2014-12-19,13.7775,27.12,1.17
2014,CTRP,93.89,2014-01-27,2014-09-04,17.9845,34.87,3.09
2014,EA,128.38,2014-01-16,2014-12-26,21.25,48.53,2.99
2014,EW,113.02,2014-02-03,2014-12-08,10.5067,22.3817,2.07
2014,FANG,112.02,2014-01-14,2014-06-18,44.02,93.33,1.75
2014,FEYE,140.91,2014-01-02,2014-03-05,40.41,97.35,4.44
2014,GLNG,123.21,2014-01-27,2014-09-19,33.35,74.44,1.63
2014,GMCR,116.77,2014-01-02,2014-11-18,73.29,158.87,5.46
2014,GPRO,233.82,2014-06-27,2014-10-07,29.498,98.47,11.23
2014,IBN,99.03,2014-02-03,2014-12-05,5.6273,11.2,1.53
2014,ICPT,662.04,2014-01-07,2014-01-10,65.22,497.0,2.85
2014,INCY,100.45,2014-04-15,2014-12-08,40.3,80.78,1.87
2014,INPX,300.44,2014-01-28,2014-03-13,273375000.0,1094715008.0,1678.71
2014,IONS,201.66,2014-05-09,2014-12-19,22.25,67.12,2.0
2014,ISIS,201.66,2014-05-09,2014-12-19,22.25,67.12,1.81
2014,ITMN,577.99,2014-02-05,2014-09-19,10.95,74.24,2.77
2014,JBLU,113.01,2014-04-28,2014-12-31,7.61,16.21,1.8
2014,JCP,130.61,2014-02-04,2014-09-12,4.9,11.3,3.51
2014,LNG,110.24,2014-02-06,2014-09-18,40.43,85.0,4.36
2014,LUV,129.98,2014-01-02,2014-12-31,18.78,43.19,4.62
2014,MDVN,115.56,2014-04-14,2014-12-04,27.19,58.61,1.83
2014,MNDT,140.91,2014-01-02,2014-03-05,40.41,97.35,4.66
2014,MNK,101.15,2014-01-06,2014-12-22,50.47,101.52,2.71
2014,MNKD,202.11,2014-03-31,2014-06-30,19.0,57.4,1.3
2014,ODP,132.03,2014-04-16,2014-12-29,38.4,89.1,1.09
2014,OSAT,450.0,2014-06-13,2014-06-18,10125.0,55687.5,48.87
2014,PANW,134.37,2014-01-02,2014-12-26,9.1167,21.3667,3.17
2014,PBR,105.29,2014-03-17,2014-09-03,10.2,20.94,8.51
2014,PBR.A,107.69,2014-03-18,2014-09-03,10.66,22.14,3.67
2014,PBYI,420.92,2014-06-04,2014-08-26,53.63,279.37,1.29
2014,PLUG,520.11,2014-01-02,2014-03-11,1.89,11.72,2.59
2014,PMCB,2984.58,2014-02-06,2014-02-28,46732.5,1441500.0,46.37
2014,QCOR,104.99,2014-01-08,2014-07-14,47.71,97.8,2.97
2014,RFMD,280.67,2014-01-10,2014-12-31,4.5,17.13,2.22
2014,SAF,302632.06,2014-01-02,2014-12-09,10.6,32089.5996,1.98
2014,SAVE,96.93,2014-02-05,2014-12-08,43.34,85.35,1.38
2014,SIG,93.73,2014-01-13,2014-11-25,69.49,134.62,2.23
2014,SLCA,202.43,2014-01-31,2014-09-03,24.28,73.43,1.99
2014,SLXP,96.72,2014-01-07,2014-09-24,87.93,172.98,3.44
2014,SWKS,175.62,2014-01-02,2014-12-23,27.2,74.97,3.61
2014,TCOM,93.94,2014-01-27,2014-09-04,17.98,34.87,3.34
2014,THMO,220.79,2014-01-02,2014-01-22,1818000.0,5832000.0,5.18
2014,TLGT,284.98,2014-01-03,2014-12-03,293000.0,1128000.0,35.54
2014,TLM,127.75,2014-12-08,2014-12-23,3.46,7.88,1.32
2014,TSLA,113.23,2014-01-14,2014-09-04,9.1114,19.428,32.18
2014,VIPS,209.19,2014-01-07,2014-11-11,8.021,24.8,3.96
2014,VNE,126.53,2014-05-14,2014-11-25,3941.8301,8929.4404,151.32
2014,VRTX,107.98,2014-04-15,2014-12-19,59.79,124.35,3.3
2014,X,107.17,2014-06-03,2014-09-17,22.47,46.55,4.58
2014,YPF,98.76,2014-02-03,2014-07-30,21.0,41.74,1.25
2014,ZG,116.97,2014-01-27,2014-07-28,23.6982,51.4188,3.77
2015,ACGN,94.71,2015-08-24,2015-12-08,308.72,601.12,18.49
2015,AKRX,98.43,2015-10-22,2015-12-31,19.08,37.86,1.31
2015,AMBA,166.37,2015-02-17,2015-07-23,48.5,129.19,4.49
2015,AMZN,144.15,2015-01-16,2015-12-29,14.2625,34.822,38.79
2015,ANAC,415.18,2015-01-06,2015-07-21,30.4601,156.925,1.19
2015,ATVI,116.66,2015-01-13,2015-12-29,18.43,39.93,4.21
2015,AVP,98.34,2015-11-13,2015-12-17,2.41,4.78,1.42
2015,BIDU,117.97,2015-08-24,2015-11-30,100.0,217.97,15.34
2015,BLUE,137.77,2015-02-04,2015-05-29,1075.1295,2556.3472,2.47
2015,CALA,152.9,2015-08-26,2015-11-06,1724.0,4360.0,1.61
2015,CENN,96.85,2015-05-27,2015-08-10,2568000.0,5055000.0,31.69
2015,CLVS,112.74,2015-01-06,2015-09-17,54.88,116.75,1.38
2015,CSIQ,114.56,2015-01-22,2015-05-11,18.68,40.08,1.41
2015,CTRP,166.3,2015-03-13,2015-11-19,21.54,57.36,4.11
2015,CYBR,131.36,2015-01-29,2015-06-18,33.0,76.35,2.24
2015,DNR,90.72,2015-09-30,2015-11-09,2.37,4.52,1.42
2015,DRYS,245.54,2015-12-21,2015-12-29,988719.3802,3416431.06,502.41
2015,DXCM,93.79,2015-01-07,2015-09-17,13.325,25.8225,1.37
2015,ESPR,195.02,2015-01-02,2015-05-21,41.0,120.96,1.32
2015,FEYE,89.16,2015-01-06,2015-06-18,29.25,55.33,4.51
2015,FSL,90.35,2015-01-06,2015-06-01,23.99,45.665,1.38
2015,GEVA,173.5,2015-04-30,2015-06-22,87.46,239.2,1.83
2015,GLNG,87.19,2015-01-30,2015-06-24,27.72,51.89,1.16
2015,GMCR,127.09,2015-11-18,2015-12-31,39.8,90.38,4.2
2015,GPN,92.05,2015-01-06,2015-12-10,38.865,74.64,1.58
2015,HCA,104.6,2015-08-24,2015-08-27,43.91,89.84,6.44
2015,HLF,124.46,2015-01-07,2015-08-10,13.8,30.975,1.6
2015,HLSS,94.76,2015-01-13,2015-03-12,9.73,18.95,1.13
2015,HZNP,212.42,2015-01-02,2015-07-20,12.64,39.49,2.03
2015,ICPT,117.47,2015-01-15,2015-05-18,144.79,314.88,1.89
2015,IDTI,100.28,2015-08-24,2015-12-03,14.5,29.04,1.27
2015,INCY,93.51,2015-01-06,2015-09-16,69.05,133.62,2.96
2015,INPX,189.62,2015-04-01,2015-04-23,64394996.44,186502496.0,1329.64
2015,JBLU,93.63,2015-01-12,2015-09-17,14.13,27.36,3.55
2015,KDNY,114.68,2015-08-24,2015-12-16,81.4,174.75,1.25
2015,KITE,104.14,2015-08-24,2015-11-19,44.01,89.84,1.38
2015,KKR,159.38,2015-08-24,2015-08-27,8.0,20.75,1.23
2015,MLND,94.81,2015-09-30,2015-10-19,118.5,230.85,6.03
2015,MNDT,89.16,2015-01-06,2015-06-18,29.25,55.33,4.84
2015,NFLX,194.43,2015-01-12,2015-12-07,45.2643,133.27,36.13
2015,NTES,97.99,2015-03-13,2015-12-29,18.834,37.29,2.41
2015,NVIV,290.48,2015-01-02,2015-04-17,94500.0,369000.0,7.26
2015,OPK,95.72,2015-01-06,2015-06-03,9.81,19.2,1.2
2015,PBR,115.31,2015-03-13,2015-05-06,4.9,10.55,5.13
2015,PBR.A,94.39,2015-03-13,2015-05-06,4.995,9.71,1.95
2015,PCRX,124.29,2015-10-07,2015-12-29,35.78,80.25,1.17
2015,PCYC,123.64,2015-01-05,2015-05-22,117.01,261.68,5.27
2015,PGEN,175.27,2015-01-06,2015-08-06,25.23,69.45,1.42
2015,PMCB,175.26,2015-01-30,2015-04-17,220875.0,607987.5,9.64
2015,QUNR,111.86,2015-01-06,2015-12-30,26.4,55.93,1.21
2015,RCPT,130.38,2015-02-04,2015-08-25,100.7101,232.02,2.8
2015,SASI,1804.76,2015-02-11,2015-10-12,84.0,1600.0,3.41
2015,SCTY,144.58,2015-11-11,2015-12-17,24.0699,58.87,2.68
2015,SFUN,90.56,2015-03-16,2015-06-12,262.653,500.5,1.24
2015,SKX,196.22,2015-01-06,2015-08-06,18.41,54.5333,2.57
2015,SM,131.91,2015-08-24,2015-10-09,18.21,42.23,1.61
2015,SUNE,169.8,2015-11-20,2015-12-17,2.55,6.88,5.89
2015,TCOM,166.36,2015-03-13,2015-11-19,21.535,57.36,4.64
2015,TLGT,93.26,2015-05-01,2015-12-30,475000.0,918000.0,51.15
2015,WUBA,125.33,2015-02-02,2015-04-27,37.15,83.71,1.36
2015,XL,649.63,2015-08-24,2015-12-30,5.4,40.48,1.96
2015,XON,175.27,2015-01-06,2015-08-06,25.23,69.45,1.3
2015,YOKU,165.82,2015-03-31,2015-06-05,11.85,31.5,1.34
2016,ABX,217.81,2016-01-19,2016-07-06,7.385,23.47,6.34
2016,ACIA,375.9,2016-05-19,2016-09-07,27.05,128.73,2.37
2016,AG,697.92,2016-01-20,2016-08-10,2.4,19.15,1.18
2016,AKS,594.51,2016-01-20,2016-12-08,1.64,11.39,1.57
2016,AMD,609.71,2016-01-20,2016-12-28,1.75,12.42,4.1
2016,AU,223.13,2016-01-19,2016-08-04,7.09,22.91,1.33
2016,AUY,334.06,2016-01-19,2016-07-13,1.38,5.99,1.31
2016,B,217.59,2016-01-19,2016-07-06,7.39,23.47,6.63
2016,BBD,187.76,2016-01-21,2016-11-08,2.7617,7.947,2.15
2016,BYU,1180.0,2016-01-20,2016-09-08,390625.0,5000000.0,3.28
2016,CANB,290.39,2016-07-15,2016-08-16,674325.0,2632500.0,1.08
2016,CDE,912.96,2016-01-20,2016-08-10,1.62,16.41,1.0
2016,CHK,446.67,2016-02-08,2016-12-12,1.5,8.2,5.25
2016,CLF,808.33,2016-01-12,2016-12-08,1.2,10.9,1.34
2016,CLR,332.57,2016-01-20,2016-12-01,13.94,60.3,3.26
2016,CLVS,305.96,2016-06-27,2016-12-19,11.57,46.97,1.05
2016,CNX,392.08,2016-01-20,2016-12-08,3.7833,18.6167,1.76
2016,CPE,340.14,2016-01-20,2016-12-01,42.1,185.3,1.03
2016,DMK,202.48,2016-01-20,2016-05-10,253.8462,767.8322,1.94
2016,DRYS,3025.0,2016-11-02,2016-11-16,30096.57,940517.84,34.45
2016,ECA,349.67,2016-01-20,2016-12-12,3.0,13.49,2.58
2016,EGN,210.38,2016-02-12,2016-12-01,20.76,64.435,1.16
2016,ET,399.75,2016-02-08,2016-11-21,4.0,19.99,3.4
2016,ETE,399.75,2016-02-08,2016-11-21,4.0,19.99,3.1
2016,EXEL,415.21,2016-03-17,2016-12-06,3.55,18.29,1.13
2016,FCX,366.48,2016-01-20,2016-11-23,3.52,16.42,8.75
2016,HL,426.9,2016-01-19,2016-11-09,1.45,7.64,1.06
2016,INPX,361.87,2016-11-09,2016-12-09,9720000.0,44894248.0,228.91
2016,IONS,190.96,2016-05-27,2016-12-27,19.59,57.0,1.71
2016,JOY,241.92,2016-01-20,2016-07-22,8.35,28.55,1.19
2016,KGC,344.27,2016-01-19,2016-05-02,1.31,5.82,1.34
2016,MDVN,208.52,2016-02-09,2016-09-27,26.41,81.48,4.01
2016,MRO,195.71,2016-02-11,2016-12-12,6.52,19.28,6.01
2016,MT,201.53,2016-02-11,2016-12-08,2.9301,8.835,1.97
2016,NBR,258.62,2016-01-20,2016-12-05,246.5,884.0,1.64
2016,NEM,187.04,2016-01-21,2016-08-12,16.05,46.07,5.81
2016,NVDA,384.53,2016-02-12,2016-12-28,0.6188,2.9983,13.82
2016,NVIV,196.0,2016-02-09,2016-03-08,65625.0,194250.0,4.72
2016,OAS,403.09,2016-01-20,2016-12-12,3.395,17.08,2.26
2016,OKE,214.99,2016-02-11,2016-12-27,18.88,59.47,2.13
2016,OSAT,668.24,2016-05-06,2016-05-17,524.25,4027.5,10.2
2016,PBR,363.47,2016-01-20,2016-10-24,2.71,12.56,4.28
2016,PBR.A,491.46,2016-01-25,2016-10-24,1.99,11.77,1.56
2016,PMCB,634.35,2016-11-11,2016-12-21,53475.0,392692.5,6.54
2016,RGLD,255.51,2016-01-20,2016-08-02,24.68,87.74,1.17
2016,RICE,270.71,2016-01-20,2016-09-22,7.92,29.36,1.46
2016,SAF,465308.82,2016-02-08,2016-11-09,15.9,74000.0,1.29
2016,SCPX,735.41,2016-05-13,2016-11-29,2004.4,16744.9786,2.94
2016,SLCA,330.43,2016-02-24,2016-12-27,13.54,58.28,1.38
2016,SLW,212.25,2016-01-20,2016-08-11,10.04,31.35,2.46
2016,SM,516.45,2016-02-24,2016-10-18,6.99,43.09,2.05
2016,SRPT,696.62,2016-04-26,2016-09-28,8.0,63.73,2.27
2016,SUNE,284.62,2016-04-04,2016-04-14,0.195,0.75,1.59
2016,SWN,194.15,2016-02-26,2016-09-08,5.3,15.59,3.83
2016,TRGP,307.9,2016-02-11,2016-12-28,14.55,59.35,2.14
2016,TSRO,415.76,2016-02-09,2016-11-25,29.51,152.2,1.41
2016,VALE,338.5,2016-01-26,2016-12-08,2.13,9.34,3.35
2016,WB,362.61,2016-02-12,2016-10-10,12.09,55.93,1.08
2016,WLL,331.04,2016-02-25,2016-06-07,13.4,57.76,4.46
2016,WMB,215.17,2016-02-08,2016-12-28,10.22,32.21,5.24
2016,WPM,212.25,2016-01-20,2016-08-11,10.04,31.35,2.56
2016,X,536.42,2016-01-28,2016-12-08,6.15,39.14,6.65
2016,YELP,198.42,2016-02-11,2016-10-05,14.53,43.36,1.49
2017,AAOI,372.62,2017-01-09,2017-07-27,21.88,103.41,3.12
2017,ACGN,120.77,2017-01-31,2017-10-11,176.8,390.32,8.42
2017,ALGN,200.82,2017-01-30,2017-11-28,88.56,266.41,3.46
2017,ALNY,310.31,2017-01-31,2017-11-02,35.98,147.63,2.04
2017,ANET,181.29,2017-01-17,2017-11-21,5.4581,15.3531,2.72
2017,BABA,117.7,2017-01-03,2017-11-22,88.08,191.75,48.59
2017,BHC,174.49,2017-04-24,2017-12-13,8.31,22.81,5.46
2017,BLUE,264.28,2017-01-03,2017-12-11,789.5078,2876.0363,2.06
2017,BYON,501.45,2017-05-31,2017-12-19,13.75,82.7,1.05
2017,BYU,349.44,2017-03-07,2017-10-12,1390625.0,6250000.0,21.92
2017,BZUN,267.21,2017-01-05,2017-09-19,11.07,40.65,1.2
2017,CALA,516.92,2017-01-03,2017-07-13,1300.0,8020.0,3.87
2017,CAR,123.66,2017-06-06,2017-12-19,20.71,46.32,1.91
2017,CC,179.77,2017-01-03,2017-10-24,20.76,58.08,2.29
2017,CGNX,134.09,2017-01-03,2017-11-22,31.18,72.99,1.69
2017,CLVS,149.69,2017-01-03,2017-07-28,39.83,99.45,2.53
2017,DMK,130.36,2017-01-19,2017-06-16,195.8042,451.049,4.97
2017,EDU,125.64,2017-01-03,2017-12-29,4.231,9.547,2.07
2017,EXAS,387.36,2017-01-03,2017-11-08,13.05,63.6,1.69
2017,EXEL,128.55,2017-01-03,2017-10-16,14.22,32.5,1.96
2017,FCAU,103.51,2017-01-12,2017-12-26,9.12,18.56,1.58
2017,FSLR,180.91,2017-04-06,2017-12-11,25.56,71.8,2.38
2017,HFC,121.65,2017-05-31,2017-12-27,23.46,51.9981,1.63
2017,INPX,228.79,2017-05-05,2017-05-08,5678505.0,18670500.0,148.92
2017,IPGP,161.18,2017-01-06,2017-11-22,95.04,248.23,1.27
2017,IRBT,110.63,2017-02-09,2017-07-31,52.12,109.78,1.45
2017,KBH,109.41,2017-01-12,2017-12-29,15.51,32.48,1.15
2017,KITE,301.32,2017-01-03,2017-10-02,44.84,179.95,3.18
2017,LRCX,107.68,2017-01-03,2017-11-21,10.579,21.97,7.31
2017,MELI,112.09,2017-01-03,2017-12-19,157.95,334.99,3.46
2017,MOMO,156.12,2017-01-03,2017-08-08,18.23,46.69,3.88
2017,MT,371.51,2017-04-18,2017-12-26,6.9999,33.005,2.9
2017,MU,132.15,2017-01-19,2017-11-22,21.49,49.89,21.3
2017,NBIX,103.36,2017-01-03,2017-12-29,38.38,78.05,1.19
2017,NRG,144.3,2017-01-03,2017-11-16,12.19,29.78,2.65
2017,NTNX,166.2,2017-05-01,2017-12-01,14.38,38.28,1.6
2017,NUWE,552.17,2017-11-15,2017-11-16,227203200.0,1481760000.0,138.24
