DateTime,Open,High,Low,Close,Volume
2019-06-12,63.5,67.0,56.0,58.0,19449200
2019-06-13,63.86,69.67,61.6,67.56,10923900
2019-06-14,69.78,70.79,63.02,64.16,6264200
2019-06-17,64.75,70.010002,62.0,70.010002,3247500
2019-06-18,73.0,78.7,71.5,76.5,6612600
2019-06-19,78.75,79.79,73.555,77.22,3319100
2019-06-20,78.0,78.22,70.69,74.85,3429600
2019-06-21,72.46,73.928,68.3,72.23,2657500
2019-06-24,71.050003,72.39,65.080002,67.97,2448000
2019-06-25,67.099998,68.99,61.17,61.52,2480200
2019-06-26,63.3,64.92,62.0050011,62.65,1625500
2019-06-27,63.39,64.995,62.571,63.28,914500
2019-06-28,64.36,68.38,63.3,68.29,1474300
2019-07-01,69.099998,69.729,61.81,63.2,2670900
2019-07-02,63.3,65.029999,61.721,64.52,1735600
2019-07-03,64.68,67.48,64.52,67.24,1564100
2019-07-05,67.15,67.25,64.84,67.21,804900
2019-07-08,68.26,71.715,66.9,66.91,4567200
2019-07-09,67.42,69.2,66.88,68.45,1782700
2019-07-10,70.0,74.5,69.5,74.34,2719300
2019-07-11,74.5,74.98,70.5,70.88,2351800
2019-07-12,71.6,75.2,70.5,73.5,1838300
2019-07-15,74.0,74.295,71.4,71.6,1325100
2019-07-16,71.93,73.086998,69.0,69.54,1582300
2019-07-17,70.0,71.56,69.59,71.0,1037000
2019-07-18,71.0,74.19,70.15,72.75,2779900
2019-07-19,85.16,85.85,80.75,83.52,13669000
2019-07-22,82.27,88.5,82.080002,87.68,5357700
2019-07-23,88.32,89.44,84.49,86.74,2529800
2019-07-24,86.79,87.85,85.5,87.46,1250700
2019-07-25,87.5,93.339,87.0,92.28,3270400
2019-07-26,93.040001,95.5,91.91,92.88,2053000
2019-07-29,93.69,93.9,82.65,87.23,3317800
2019-07-30,86.0,96.19,84.0,94.0,3127200
2019-07-31,93.95,94.801,86.817,89.07,2476000
2019-08-01,90.07,94.32,89.439,91.53,2238200
2019-08-02,91.54,92.78,86.91,88.010002,1801000
2019-08-05,83.34,86.92,82.25,85.48,2196400
2019-08-06,87.2,89.76,82.71,85.24,1357400
2019-08-07,83.69,86.45,82.8,84.22,990400
2019-08-08,85.49,91.86,85.49,91.65,1692300
2019-08-09,90.25,98.0,90.0,94.9,3062200
2019-08-12,94.25,98.2,91.53,93.010002,1895600
2019-08-13,92.84,100.5,92.84,99.65,3024600
2019-08-14,96.52,97.73,91.6,94.019997,2822900
2019-08-15,95.99,97.14,91.37,93.66,1513100
2019-08-16,95.0,98.099998,93.4,96.050003,1517800
2019-08-19,98.8,101.48,95.6,99.39,2782700
2019-08-20,99.23,101.88,97.26,99.16,1438800
2019-08-21,100.59,100.96,96.27,96.58,1783900
2019-08-22,96.29,96.58,92.8,92.97,1764000
2019-08-23,91.37,91.56,86.0,88.43,3041000
2019-08-26,90.24,90.84,86.13,88.88,1462400
2019-08-27,89.28,89.95,83.234,84.080002,1821600
2019-08-28,84.0,87.524,82.614,86.99,1919300
2019-08-29,88.3,89.346,83.29,83.82,1787000
2019-08-30,84.019997,84.94,78.89,81.28,1907300
2019-09-03,80.85,83.8,80.252,83.76,1827700
2019-09-04,85.0,87.77,82.89,85.31,2393100
2019-09-05,86.25,87.19,82.5,86.85,3918600
2019-09-06,79.7,81.5,75.305,75.98,8672300
2019-09-09,76.105,76.118,64.34,67.099998,8598200
2019-09-10,65.7,71.8,65.7,71.65,4672500
2019-09-11,69.21,70.93,67.2,69.11,3114000
2019-09-12,69.68,72.4,69.059998,69.66,2923500
2019-09-13,69.86,70.31,64.71,64.86,4166300
2019-09-16,63.71,68.86,63.5,67.86,2804500
2019-09-17,68.64,71.334,68.13,71.040001,2810500
2019-09-18,70.12,71.879,68.8,70.85,1999200
2019-09-19,71.5,71.87,67.64,68.93,1684000
2019-09-20,68.95,69.458,66.19,66.97,3357500
2019-09-23,67.12,68.57,66.54,66.91,825900
2019-09-24,67.019997,67.37,62.0,62.52,2605700
2019-09-25,62.0,63.39,60.11,62.02,2463400
2019-09-26,62.049999,62.36,57.66,58.3,2885100
2019-09-27,58.27,58.33,52.84,53.46,4449400
2019-09-30,53.5,58.65,51.61,58.31,4020800
2019-10-01,58.3,59.51,55.65,57.89,2835200
2019-10-02,56.805,57.66,54.07,56.63,1561000
2019-10-03,59.48,62.4,56.754,62.14,5072300
2019-10-04,62.0,64.46,61.55,63.84,2153900
2019-10-07,63.36,69.7,62.72,68.78,3614300
2019-10-08,67.4,68.43,64.48,65.3,2760000
2019-10-09,66.35,66.43,62.5,63.080002,2196600
2019-10-10,62.6,63.61,60.4,61.41,2288300
2019-10-11,58.77,61.48,57.27,60.27,3331600
2019-10-14,55.8,57.85,53.2,54.52,4445400
2019-10-15,55.0099983,56.41,54.029999,55.21,1980300
2019-10-16,53.57,55.77,51.8,52.029999,2589100
2019-10-17,51.76,53.15,50.33,50.44,2781000
2019-10-18,50.0,50.32,46.46,47.040001,3669100
2019-10-21,46.93,48.97,46.22,47.4,2404200
2019-10-22,47.25,48.48,44.581,46.2,2695600
2019-10-23,47.0,50.43,46.029999,47.87,3686100
2019-10-24,48.6,52.18,48.11,51.84,2046800
2019-10-25,50.88,52.07,49.41,50.11,1528300
2019-10-28,50.26,51.312,47.71,47.95,2758200
2019-10-29,47.43,48.37,46.21,47.8,1739200
2019-10-30,47.72,52.48,46.78,51.445,2217600
2019-10-31,51.2,51.64,48.099998,49.91,1046000
2019-11-01,49.94,50.847,47.75,48.5,1438700
2019-11-04,49.15,50.483,48.0099983,49.65,1301300
2019-11-05,50.18,50.6,47.77,48.7,1457200
2019-11-06,48.56,48.71,46.9,47.83,1028600
2019-11-07,48.26,48.5,45.38,45.5,1665000
2019-11-08,45.02,47.21,44.8,47.21,1977300
2019-11-11,46.5,47.0,45.46,46.2,1286900
2019-11-12,47.5,47.85,46.11,47.049999,1740800
2019-11-13,46.83,52.44,46.65,52.0,2860000
2019-11-14,51.31,54.92,50.643,52.73,2820900
2019-11-15,53.0,59.99,53.0,59.75,4004300
2019-11-18,60.0,60.0,55.52,57.07,2239400
2019-11-19,57.45,57.556,53.76,56.0,1591200
2019-11-20,55.24,58.31,53.39,54.88,2256900
2019-11-21,55.46,55.46,52.852,53.77,959400
2019-11-22,54.19,55.3,53.75,54.2,1028400
2019-11-25,55.32,56.17,54.855,55.84,1843100
2019-11-26,56.5,58.02,54.26,55.58,1996800
2019-11-27,56.37,56.67,55.23,56.29,986500
2019-11-29,56.96,59.5,56.32,58.0,1244400
2019-12-02,58.5,58.6,52.541,55.0099983,2925100
2019-12-03,53.29,57.59,53.0099983,57.37,1395900
2019-12-04,56.61,57.0,54.3,54.98,1607000
2019-12-05,55.0,55.21,51.61,52.95,3362400
2019-12-06,54.0,55.099998,50.5,50.89,8029000
2019-12-09,49.14,50.96,48.41,49.0,13793500
2019-12-10,49.92,50.02,47.22,47.55,5751100
