Unnamed: 0,DateTime,Open,High,Low,Close,Volume
1410.0,2023-08-10,432.9,436.29,429.53,430.7,93005500
1411.0,2023-08-11,428.82,431.46,428.22,430.44,68690900
1412.0,2023-08-14,429.53,432.82,429.22,432.82,47867400
1413.0,2023-08-15,431.04,431.4,427.21,427.78,75707500
1414.0,2023-08-16,427.36,429.02,424.53,424.64,80107200
1415.0,2023-08-17,426.11,426.37,420.88,421.4,95711300
1416.0,2023-08-18,418.58,422.64,418.24,421.61,98852000
1417.0,2023-08-21,422.62,425.09,420.47,424.35,68719000
1418.0,2023-08-22,426.13,426.13,422.64,423.2,64994200
1419.0,2023-08-23,424.26,428.53,424.12,427.91,68441000
1420.0,2023-08-24,429.52,430.03,421.95,421.98,88517300
1421.0,2023-08-25,423.71,426.24,420.16,424.96,102325100
1422.0,2023-08-28,427.15,428.27,424.96,427.65,61595400
1423.0,2023-08-29,427.55,434.12,427.36,433.83,83081900
1424.0,2023-08-30,434.17,436.26,433.47,435.62,69053900
1425.0,2023-08-31,436.24,437.38,434.8,434.98,66084600
1426.0,2023-09-01,437.71,438.19,434.34,435.8,58944100
1427.0,2023-09-05,435.35,435.67,433.84,433.91,55166200
1428.0,2023-09-06,433.1,433.21,428.67,431.0,70758500
1429.0,2023-09-07,427.99,430.35,427.64,429.67,70355400
1430.0,2023-09-08,429.72,431.85,429.36,430.32,61659700
1431.0,2023-09-11,432.95,433.46,431.24,433.15,60180100
1432.0,2023-09-12,431.7,433.23,430.19,430.77,67565400
1433.0,2023-09-13,431.0,432.43,429.89,431.28,60199300
1434.0,2023-09-14,433.75,435.69,432.44,434.99,83430800
1435.0,2023-09-15,433.41,433.74,429.32,429.75,111848900
1436.0,2023-09-18,429.44,431.3,428.97,430.01,55752200
1437.0,2023-09-19,429.08,429.68,426.43,429.11,66514600
1438.0,2023-09-20,430.37,430.79,424.96,425.17,82562600
1439.0,2023-09-21,422.32,422.58,417.99,418.14,104095800
1440.0,2023-09-22,419.17,420.77,416.78,417.2,100829700
1441.0,2023-09-25,415.99,418.99,415.55,418.96,70874500
1442.0,2023-09-26,415.91,416.62,411.97,412.8,96168400
1443.0,2023-09-27,413.97,414.54,409.32,412.96,104705800
1444.0,2023-09-28,412.41,417.04,411.82,415.36,92258300
1445.0,2023-09-29,418.41,418.59,412.83,414.35,115111300
1446.0,2023-10-02,413.52,415.44,411.42,414.19,83798600
1447.0,2023-10-03,412.01,414.24,407.28,408.64,103760600
1448.0,2023-10-04,409.11,412.36,407.64,411.62,87453000
1449.0,2023-10-05,411.33,412.31,408.23,411.46,70142700
1450.0,2023-10-06,409.01,417.89,407.68,416.35,113273300
1451.0,2023-10-09,414.45,419.59,413.9,419.01,80374400
1452.0,2023-10-10,419.64,423.79,419.25,421.19,78607300
1453.0,2023-10-11,422.26,423.17,419.88,422.92,62451700
1454.0,2023-10-12,423.53,423.91,417.99,420.34,81154200
1455.0,2023-10-13,421.84,423.05,416.68,418.25,95143100
1456.0,2023-10-16,420.5,423.71,420.25,422.65,75433200
1457.0,2023-10-17,419.52,424.68,419.17,422.63,75324700
1458.0,2023-10-18,420.85,421.81,415.91,417.0,93559800
1459.0,2023-10-19,417.71,419.53,412.65,413.33,121323000
1460.0,2023-10-20,412.9,413.44,408.15,408.25,123919900
1461.0,2023-10-23,406.72,411.41,404.97,407.55,92035100
1462.0,2023-10-24,409.67,411.77,407.82,410.62,78564200
1463.0,2023-10-25,408.93,408.96,404.21,404.73,94223200
1464.0,2023-10-26,403.66,404.51,398.96,399.88,115156800
1465.0,2023-10-27,401.47,401.87,396.64,398.07,107367700
1466.0,2023-10-30,400.86,403.88,399.56,402.83,86562700
1467.0,2023-10-31,403.4,405.68,401.49,405.36,79665200
1468.0,2023-11-01,406.33,410.49,405.79,409.68,98068100
1469.0,2023-11-02,413.48,417.69,413.46,417.53,94938900
1470.0,2023-11-03,419.84,422.89,419.71,421.34,100167800
1471.0,2023-11-06,422.1,422.75,420.36,422.31,67831700
1472.0,2023-11-07,422.31,424.15,421.17,423.51,64256100
1473.0,2023-11-08,424.11,424.64,421.51,423.82,61746000
1474.0,2023-11-09,424.96,425.0,420.09,420.52,83174400
1475.0,2023-11-10,422.59,427.39,420.51,427.08,89462200
1476.0,2023-11-13,425.74,427.78,424.95,426.67,52236100
1477.0,2023-11-14,432.61,436.24,432.39,434.95,97176900
1478.0,2023-11-15,436.29,437.52,435.02,435.87,77327600
1479.0,2023-11-16,435.42,436.72,434.36,436.4,66665800
1480.0,2023-11-17,436.41,437.56,435.49,436.95,83133200
1481.0,2023-11-20,436.69,441.15,436.68,440.31,69936200
1482.0,2023-11-21,439.26,440.18,438.08,439.35,49244600
1483.0,2023-11-22,441.01,442.36,439.95,441.05,59394900
1484.0,2023-11-24,441.09,441.51,440.76,441.32,29737400
1485.0,2023-11-27,440.69,441.5,440.13,440.52,50506000
1486.0,2023-11-28,440.13,442.26,439.57,440.96,62115000
1487.0,2023-11-29,443.11,444.24,440.25,440.65,63146000
1488.0,2023-11-30,441.49,442.73,439.42,442.38,79752700
1489.0,2023-12-01,441.77,445.53,441.18,445.0,89183400
1490.0,2023-12-04,441.61,445.02,440.39,442.66,72430900
1491.0,2023-12-05,441.28,443.54,440.9,442.58,69793500
1492.0,2023-12-06,444.72,444.75,440.36,440.79,69124700
1493.0,2023-12-07,442.88,444.81,442.28,444.16,66995400
1494.0,2023-12-08,443.41,446.6,443.17,446.07,83194400
1495.0,2023-12-11,445.57,447.98,445.36,447.8,65002200
1496.0,2023-12-12,447.45,449.94,446.45,449.85,68327600
1497.0,2023-12-13,450.22,456.3,449.87,456.05,93278000
1498.0,2023-12-14,457.99,459.18,454.84,457.51,119026000
1499.0,2023-12-15,456.92,458.09,454.91,456.76,141553700
1500.0,2023-12-18,458.37,460.31,457.31,459.33,70375300
1501.0,2023-12-19,459.87,462.2,459.8,462.12,55761800
1502.0,2023-12-20,461.27,463.15,455.29,455.72,102921000
1503.0,2023-12-21,458.71,460.31,456.28,460.04,86667500
1504.0,2023-12-22,461.17,462.65,459.07,460.96,67160400
1505.0,2023-12-26,461.37,463.82,461.3,462.91,55387000
1506.0,2023-12-27,462.71,463.89,462.17,463.75,68000300
1507.0,2023-12-28,464.11,464.76,463.5,463.92,77158100
1508.0,2023-12-29,463.73,464.25,460.62,462.58,122283100
