DateTime,Open,High,Low,Close,Volume
2021-06-25,2.8,2.85,2.761,2.84,131800
2021-06-28,2.83,2.85,2.76,2.79,101700
2021-06-29,2.77,2.83,2.67,2.71,132000
2021-06-30,2.69,2.72,2.65,2.67,98900
2021-07-01,2.72,2.73,2.66,2.68,77200
2021-07-02,2.69,2.76,2.666,2.71,192000
2021-07-06,2.7,2.71,2.62,2.7,113700
2021-07-07,2.69,2.69,2.5,2.56,285400
2021-07-08,2.55,2.56,2.47,2.49,145100
2021-07-09,2.55,2.581,2.5,2.56,94600
2021-07-12,2.56,2.57,2.47,2.49,145100
2021-07-13,2.52,2.52,2.44,2.47,116500
2021-07-14,2.5,2.5,2.34,2.37,197500
2021-07-15,2.39,2.49,2.3,2.33,545100
2021-07-16,2.1,2.33,2.07,2.31,853200
2021-07-19,2.18,2.32,2.14,2.18,350500
2021-07-20,2.19,2.35,2.1,2.3,355400
2021-07-21,2.32,2.39,2.3,2.34,137000
2021-07-22,2.34,2.39,2.252,2.35,127600
2021-07-23,2.4,2.4,2.23,2.25,210500
2021-07-26,2.25,2.25,2.12,2.16,178000
2021-07-27,2.14,2.2,2.04,2.1,176600
2021-07-28,2.1,2.31,2.1,2.18,904900
2021-07-29,2.21,2.3,2.13,2.16,405200
2021-07-30,2.11,2.2,2.081,2.09,218400
2021-08-02,2.06,2.21,2.06,2.14,347200
2021-08-03,2.14,2.2,2.08,2.1,285900
2021-08-04,2.06,2.138,1.96,1.96,375200
2021-08-05,1.97,2.1,1.96,2.0,229800
2021-08-06,2.0,2.14,1.99,2.13,241900
2021-08-09,2.14,2.18,2.04,2.06,174300
2021-08-10,2.06,2.1,2.0,2.0,139600
2021-08-11,2.01,2.06,2.0,2.04,112100
2021-08-12,2.03,2.04,2.0,2.0,93700
2021-08-13,2.02,2.09,1.95,1.98,218900
2021-08-16,1.95,1.995,1.87,1.89,327200
2021-08-17,1.87,1.95,1.86,1.93,118200
2021-08-18,1.94,1.97,1.87,1.94,114900
2021-08-19,1.94,1.94,1.87,1.89,80800
2021-08-20,1.88,1.94,1.86,1.91,108600
2021-08-23,1.92,2.07,1.911,2.05,113300
2021-08-24,2.08,2.09,1.97,2.08,363800
2021-08-25,2.09,2.25,2.061,2.22,269600
2021-08-26,2.22,2.27,2.15,2.2,81500
2021-08-27,2.19,2.3,2.18,2.21,83000
2021-08-30,2.21,2.22,2.13,2.16,125900
2021-08-31,2.15,2.33,2.14,2.26,548500
2021-09-01,2.25,2.36,2.235,2.33,284700
2021-09-02,2.36,2.73,2.34,2.72,834800
2021-09-03,2.8,2.84,2.55,2.78,725100
2021-09-07,2.78,2.791,2.65,2.74,168800
2021-09-08,2.71,2.72,2.5,2.52,198300
2021-09-09,2.53,2.69,2.53,2.6,169800
2021-09-10,2.6,2.6,2.44,2.48,103600
2021-09-13,2.5,2.5,2.41,2.49,91300
2021-09-14,2.48,2.5,2.21,2.24,227700
2021-09-15,2.26,2.4,2.26,2.29,63100
2021-09-16,2.28,2.52,2.22,2.26,4082600
2021-09-17,3.79,5.8,3.57,5.32,252822100
2021-09-20,4.96,6.9,4.78,6.17,74552000
2021-09-21,5.53,9.54,5.32,8.53,85205700
2021-09-22,8.4,8.89,7.04,7.49,29240600
2021-09-23,7.21,7.42,6.54,7.03,6143600
2021-09-24,6.92,7.36,6.65,6.8,4018600
2021-09-27,7.0,8.11,6.81,7.67,13336300
2021-09-28,7.56,7.73,6.54,6.89,4059200
2021-09-29,6.75,7.11,6.12,6.32,3549100
2021-09-30,6.02,6.25,4.8,4.84,11092700
2021-10-01,4.99,5.39,4.81,4.81,7577200
2021-10-04,4.753,5.29,4.6,4.8,4622900
2021-10-05,4.74,4.89,4.38,4.72,2965500
2021-10-06,4.74,4.81,4.54,4.63,1014200
2021-10-07,4.67,4.94,4.597,4.87,1570800
2021-10-08,4.78,4.875,4.59,4.7,1085300
2021-10-11,4.674,5.41,4.635,5.31,4113300
2021-10-12,5.25,5.5,5.0,5.15,1263200
2021-10-13,5.09,5.235,5.0,5.04,512000
2021-10-14,5.07,5.37,5.05,5.13,1327200
2021-10-15,5.21,5.21,4.77,4.95,1202500
2021-10-18,4.88,4.899,4.57,4.62,932700
2021-10-19,4.7,4.88,4.57,4.66,758800
2021-10-20,4.62,4.765,4.52,4.73,560600
2021-10-21,4.7,4.84,4.65,4.79,449600
2021-10-22,4.73,4.86,4.28,4.47,982600
2021-10-25,4.47,4.63,4.35,4.49,476000
2021-10-26,4.46,4.58,4.29,4.46,622100
2021-10-27,4.38,4.61,4.35,4.56,369900
2021-10-28,4.5,4.65,4.336,4.62,905900
2021-10-29,4.59,4.64,4.44,4.53,512300
2021-11-01,4.54,5.05,4.468,4.83,1175300
2021-11-02,4.81,5.02,4.65,4.96,1139000
2021-11-03,4.93,5.26,4.86,5.22,1344400
2021-11-04,5.24,5.25,4.892,5.16,703800
2021-11-05,5.17,5.17,4.76,5.0,693300
2021-11-08,5.03,5.12,4.86,4.9,489700
2021-11-09,4.99,4.995,4.7,4.77,546400
2021-11-10,4.8,4.87,4.44,4.64,726500
2021-11-11,4.71,4.72,4.43,4.43,713600
2021-11-12,4.4,4.5,3.9,4.22,1820000
2021-11-15,4.26,4.29,3.68,3.7,1205100
2021-11-16,3.65,3.76,3.6,3.6,747300
2021-11-17,3.57,3.64,3.46,3.59,860500
2021-11-18,3.65,3.68,3.27,3.42,1180800
2021-11-19,3.39,3.55,3.29,3.5,897200
2021-11-22,3.44,3.48,3.14,3.26,818800
2021-11-23,3.22,3.38,3.13,3.29,569700
2021-11-24,3.27,3.47,3.18,3.38,726400
2021-11-26,3.29,3.48,3.21,3.41,340400
2021-11-29,3.44,3.5,3.295,3.45,574200
2021-11-30,3.43,3.44,3.23,3.41,568100
2021-12-01,3.59,3.64,3.21,3.27,1117100
2021-12-02,3.28,3.39,3.2,3.31,449800
2021-12-03,3.41,3.41,3.07,3.1,546600
2021-12-06,3.06,3.15,2.99,3.08,691300
2021-12-07,3.17,3.35,3.17,3.25,404600
2021-12-08,3.23,3.359,3.195,3.34,209600
2021-12-09,3.35,3.41,3.09,3.13,1076000
2021-12-10,3.16,3.199,2.85,2.86,614100
2021-12-13,2.88,2.97,2.8,2.94,387400
2021-12-14,2.92,2.93,2.72,2.75,556200
2021-12-15,2.79,2.79,2.58,2.75,743100
2021-12-16,2.76,2.943,2.65,2.69,713100
2021-12-17,2.64,2.82,2.57,2.73,539500
2021-12-20,2.66,2.765,2.63,2.63,556400
2021-12-21,2.64,2.8,2.49,2.67,762800
2021-12-22,2.64,2.78,2.63,2.65,533500
2021-12-23,2.69,2.78,2.57,2.73,536000
2021-12-27,2.78,2.78,2.5,2.53,855300
2021-12-28,2.5,2.54,2.4,2.42,539200
2021-12-29,2.42,2.48,2.29,2.34,733300
2021-12-30,2.34,2.55,2.33,2.46,568400
2021-12-31,2.43,2.5,2.35,2.41,726300
2022-01-03,2.45,2.51,2.37,2.48,558400
2022-01-04,2.47,2.48,2.35,2.4,448400
2022-01-05,2.41,2.49,2.23,2.25,600900
2022-01-06,2.27,2.3,2.16,2.23,553000
