DateTime,Open,High,Low,Close,Volume
2025-01-02,168.52,168.69,164.89999,166.029999,5360800
2025-01-03,166.7,167.2,165.27,166.32001,5876000
2025-01-06,167.31,168.050003,165.19,165.69,6845400
2025-01-07,165.58,166.16,161.32001,162.029999,7712200
2025-01-08,162.17999,163.98,161.42999,163.14,7596200
2025-01-10,159.2,159.2,153.92,154.5,13593900
2025-01-13,153.74001,154.14999,152.42,153.92,8828500
2025-01-14,156.42,157.25,154.35001,156.31,7410200
2025-01-15,158.67,159.14999,157.25999,158.31,10701200
2025-01-16,160.14999,161.5,158.41,159.53999,9210600
2025-01-17,161.77,163.16,160.53999,161.029999,11618300
2025-01-21,163.87,173.37,162.75,172.57001,30232000
2025-01-22,191.50999,191.99001,180.57001,184.22,48028500
2025-01-23,181.64,186.57001,181.5,186.47,17314600
2025-01-24,188.64,189.10001,181.87,183.60001,12147200
2025-01-27,168.89999,172.52,152.66,158.28,42201600
2025-01-28,162.99001,165.83,156.75,164.0,20319300
2025-01-29,164.029999,164.029999,160.0099945,162.020004,9866600
2025-01-30,164.78,171.49001,164.10001,170.38,14981700
2025-01-31,170.41,173.0,169.13,170.059998,8722500
2025-02-03,163.2,169.89999,163.2,168.60001,8250600
2025-02-04,170.39999,170.39999,166.35001,167.89,6777000
2025-02-05,168.99001,171.89,168.52,171.66,7866700
2025-02-06,173.0,175.64999,171.57001,172.35001,7036900
2025-02-07,175.0,177.39,173.17999,174.46001,9991300
2025-02-10,176.0,179.99001,174.92,178.92,7625900
2025-02-11,177.62,179.12,176.45,177.19,6528800
2025-02-12,174.89,174.89,170.71001,172.22,7454800
2025-02-13,173.0,174.38,172.10001,173.86,6421700
2025-02-14,174.25,175.029999,172.81,174.16,7260900
2025-02-18,176.75,182.24001,176.089996,179.8,11430500
2025-02-19,178.58,181.67999,175.7,181.52,8688500
2025-02-20,179.81,180.27,174.42999,176.0,8737000
2025-02-21,176.12,176.88,167.55,167.81,9713900
2025-02-24,173.57001,174.17,164.66,169.96001,10639100
2025-02-25,169.28999,170.60001,164.44,168.53999,8316100
2025-02-26,170.98,173.87,169.13,172.47,6915100
2025-02-27,173.0,174.86,164.58,164.75999,7436800
2025-02-28,163.11,166.14999,160.81,166.059998,12843300
2025-03-03,166.95,167.12,161.13,162.020004,8081800
2025-03-04,159.22,159.75999,153.52,157.47,13171900
2025-03-05,158.059998,162.49001,157.050003,161.56,7141000
2025-03-06,157.16,157.16,149.73,150.94,12321200
2025-03-07,150.62,156.48,148.5,155.16,12646500
2025-03-10,150.53,152.52,146.8,148.78999,21486100
2025-03-11,143.42,145.78,137.7,144.17999,27200200
2025-03-12,146.23,152.23,145.0099945,150.89,15373900
2025-03-13,149.78999,150.17,145.48,147.66,14187700
2025-03-14,148.92,150.88,147.88,149.27,9330000
2025-03-17,150.39999,155.75,150.39999,154.0099945,9885000
2025-03-18,152.37,152.42,148.63,149.45,9402500
2025-03-19,150.059998,154.070007,150.0,152.45,6909500
2025-03-20,151.58,154.49001,150.82001,152.72,7051600
2025-03-21,151.64999,153.84,150.11,152.23,17620200
2025-03-24,156.34,156.60001,154.029999,154.87,7848300
2025-03-25,154.50999,155.60001,153.050003,153.92999,8521200
2025-03-26,152.89,153.029999,146.56,147.8,13210000
2025-03-27,145.85001,147.039993,144.92,145.78,9148300
2025-03-28,143.78,145.64999,139.11,140.87,13144500
2025-03-31,138.64,140.59,136.75999,139.81,15509900
2025-04-01,139.75999,143.25,138.75999,141.94,9518500
2025-04-02,139.86,147.89,139.86,145.86,11594400
2025-04-03,139.25,141.39999,136.64,137.23,14433800
2025-04-04,132.91,133.82001,126.95,128.27,14986900
2025-04-07,118.86,134.11,118.86,127.16,19482700
2025-04-08,132.53999,132.99001,121.7,124.5,11950300
2025-04-09,123.4,140.59,123.4,139.69,17762000
2025-04-10,136.64999,136.64999,129.25999,133.35001,12401600
2025-04-11,132.11,133.0,128.84,132.35001,10190200
2025-04-14,136.8,136.8,132.87,134.64,8217700
2025-04-15,134.75999,136.48,133.72,133.94,8630000
2025-04-16,132.28,132.53999,127.85,129.75999,8295200
2025-04-17,130.89999,131.3,128.44,128.62,8919500
2025-04-21,126.89,127.2,121.24,122.82,12201200
2025-04-22,124.5,127.99,123.39,127.24,11233700
2025-04-23,134.91,135.87,130.99001,131.39999,9528900
2025-04-24,132.50999,137.86,132.0,137.50999,7305900
2025-04-25,137.49001,139.0,136.75999,138.49001,5476400
2025-04-28,139.64999,140.67,138.080002,140.14,6985100
2025-04-29,139.81,141.16,139.55,140.78999,4851500
2025-04-30,138.48,141.3,135.57001,140.72,9443500
2025-05-01,146.56,148.64,145.34,145.49001,11525800
2025-05-02,148.33,153.059998,148.33,150.73,11346000
2025-05-05,149.44,150.82001,148.52,149.28999,5187400
2025-05-06,146.98,148.94,145.72,147.7,5108600
2025-05-07,147.5,149.89999,147.24001,149.37,6049600
2025-05-08,149.050003,151.81,148.61,150.3,6113600
2025-05-09,150.039993,151.8,149.78999,150.34,4707100
2025-05-12,156.31,157.42999,154.42,157.22,7875500
2025-05-13,158.22,163.22,157.57001,162.27,11955200
2025-05-14,162.36,163.41,161.059998,162.95,7499400
2025-05-15,161.36,161.74001,158.91,159.39999,10169200
2025-05-16,160.0,160.84,158.52,160.49001,8515500
2025-05-19,158.3,161.97,157.83,159.64,10268900
2025-05-20,158.63,160.36,157.53,160.31,7576400
2025-05-21,158.35001,160.89999,156.46001,157.17999,6011000
2025-05-22,156.98,159.19,156.82001,157.31,7603300
2025-05-23,154.99001,157.38,154.25999,155.97,6527500
2025-05-27,159.32001,162.39999,158.92,161.91,6976800
2025-05-28,161.87,164.32001,161.28,163.85001,8090700
2025-05-29,165.0,165.32001,161.49001,162.89999,6994700
2025-05-30,163.42999,165.75,161.55,165.53,17547900
2025-06-02,164.17,167.0,162.60001,166.57001,7166000
2025-06-03,166.8,169.33,166.59,169.14,7155300
2025-06-04,169.71001,170.48,167.57001,168.10001,6375800
2025-06-05,169.0,172.25999,168.75999,171.14,7707800
2025-06-06,174.0,174.78999,172.66,174.020004,6833700
2025-06-09,174.86,178.72,173.78999,177.14999,9668900
2025-06-10,177.71001,177.85001,174.28,177.48,11056700
2025-06-11,177.55,179.55,176.2,176.38,18002900
2025-06-12,189.96001,202.49001,188.88,199.86,54610000
2025-06-13,201.58,216.60001,201.2,215.22,53707400
2025-06-16,213.2,215.17,209.98,211.10001,22665300
2025-06-17,210.66,215.88,207.48,208.17999,17819200
2025-06-18,211.089996,214.72,209.57001,210.87,15055400
2025-06-20,213.35001,213.8,204.64,205.17,20879100
2025-06-23,205.50999,207.27,202.53999,207.039993,13418400
2025-06-24,209.99001,216.37,208.55,215.27,19030600
2025-06-25,214.94,216.92999,210.23,210.72,11804600
2025-06-26,212.0,214.42,210.36,212.82001,10531100
2025-06-27,213.69,214.64999,209.96001,210.24001,14127500
2025-06-30,226.5,228.22,218.38,218.63,31844200
2025-07-01,219.3,223.17,216.31,218.96001,16962200
2025-07-02,217.67999,231.89999,216.72,229.98,22326900
2025-07-03,233.22,237.99001,231.2,237.32001,18441400
2025-07-07,235.11,235.25,229.5,232.25999,16584300
2025-07-08,237.13,241.44,233.19,234.5,20401800
2025-07-09,235.50999,236.50999,232.0,235.81,10871600
2025-07-10,239.94,240.059998,233.5,235.0,11486300
2025-07-11,231.37,234.0,229.87,230.56,10208200
2025-07-14,229.45,230.64,225.12,229.28,11337000
2025-07-15,232.41,235.60001,229.2,234.96001,10728800
2025-07-16,235.5,241.33,233.19,241.3,12597500
2025-07-17,243.34,251.60001,242.0099945,248.75,17631300
2025-07-18,248.5,249.67999,245.0,245.45,9678100
2025-07-21,245.31,246.8,243.24001,243.53999,7348400
2025-07-22,241.98,242.28999,235.41,238.11,11380900
2025-07-23,239.95,243.42,238.66,241.89999,7255800
2025-07-24,242.41,244.080002,240.56,242.83,8237900
2025-07-25,242.34,245.47,241.42999,245.12,7149600
2025-07-28,246.0,247.78,243.42,247.71001,6756800
2025-07-29,248.7,253.070007,246.59,249.98,8415300
2025-07-30,248.64,251.050003,245.60001,250.60001,8441400
2025-07-31,255.77,260.87,253.32001,253.77,15548700
2025-08-01,247.83,248.41,242.0,244.42,12718200
2025-08-04,245.89999,252.91,245.89999,252.53,8614800
2025-08-05,255.41,258.48999,251.37,255.67,11197300
2025-08-06,256.84,256.84,251.72,256.42999,9930200
2025-08-07,257.70999,257.76001,246.52,249.39,11954200
2025-08-08,250.029999,250.89,247.86,250.050003,8313300
2025-08-11,248.39999,254.69,245.56,252.67999,9012100
2025-08-12,252.58,257.87,251.080002,253.86,9998400
2025-08-13,257.17001,257.67001,242.64,244.17999,14182100
2025-08-14,244.95,248.92,242.57001,244.96001,10285600
2025-08-15,246.92,250.63,242.92999,248.28,11554000
2025-08-18,246.2,249.16,243.62,249.070007,6759900
2025-08-19,249.25,249.25,232.23,234.62,16819300
2025-08-20,232.17999,235.88,228.25,235.059998,11256400
2025-08-21,233.050003,235.92,232.42999,233.16,7403100
2025-08-22,234.059998,238.5,231.46001,236.37,9343600
2025-08-25,237.35001,239.029999,235.27,235.41,6308600
2025-08-26,235.0,236.91,232.71001,234.21001,11805200
2025-08-27,235.0,236.53,232.67999,235.81,5637600
2025-08-28,235.53999,241.95,235.12,240.32001,8691500
2025-08-29,237.61,238.22,223.11,226.13,16618600
2025-09-02,222.0,225.45,218.78999,225.3,10461900
2025-09-03,225.89999,225.89999,221.75,223.45,8900800
2025-09-04,222.0,223.57001,219.56,223.0,10303100
2025-09-05,232.55,234.62,225.89,232.8,15386100
2025-09-08,239.89,242.42,235.31,238.48,18803000
2025-09-09,239.94,243.49001,234.56,241.50999,41178700
2025-09-10,319.19,345.72,312.089996,328.32999,131618100
2025-09-11,330.34,331.0,304.60001,307.85999,69986000
2025-09-12,305.79001,307.97,291.75,292.17999,51781900
2025-09-15,306.45001,307.029999,297.29001,302.14001,40004000
2025-09-16,314.059998,319.97,302.26999,306.64999,51923300
2025-09-17,307.69,308.66,295.029999,301.41,27707900
2025-09-18,303.040009,303.82001,292.0,296.62,24673100
2025-09-19,299.0,311.10999,297.32001,308.66,40776200
2025-09-22,309.63,329.5,306.92001,328.14999,44437500
2025-09-23,324.0,325.0,310.049988,313.82999,35280200
2025-09-24,311.85999,312.47,300.029999,308.45999,33765300
